BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category
1,MUKTAR EDRIS,01:01:05,00:02:54,8of 54,8of 32,Interval
2,FELIX KIPKOECH,01:00:33,00:02:53,2of 54,2of 32,Interval
3,CHALA REGASA,01:00:30,00:02:52,1of 54,1of 32,Interval
4,SOLOMON BERIHU,01:01:54,00:02:56,10of 54,10of 32,Interval
5,GEMECHU DIDA,01:00:51,00:02:53,5of 54,5of 32,Interval
6,TESFAHUN AKALNEW,01:29:48,00:04:16,53of 54,31of 32,Interval
7,JOSHUA BELET,01:00:43,00:02:53,4of 54,4of 32,Interval
8,MOSES KOECH,01:00:56,00:02:54,6of 54,6of 32,Interval
9,IBRAHIM HASSAN,01:02:44,00:02:59,11of 54,11of 32,Interval
11,MICHAEL KAMAU,01:01:02,00:02:54,7of 54,7of 32,Interval
12,MATHANGA MBULELI,01:03:52,00:03:02,13of 54,13of 32,Interval
13,BAYELIGN TESHAGER,01:01:18,00:02:55,9of 54,9of 32,Interval
14,BOKI DIRIBA,01:00:34,00:02:53,3of 54,3of 32,Interval
15,JOSHUA KIMUTAI,01:08:10,00:03:14,26of 54,24of 32,Interval
16,OSCAR NIYONZIMA,01:03:10,00:03:00,12of 54,12of 32,Interval
32,LAHSENE BOUCHIKHI,01:09:05,00:03:17,30of 54,25of 32,Interval
51,AVINASH SABLE,01:04:00,00:03:02,14of 54,14of 32,Indian Male
52,SRINU BUGATHA,01:05:25,00:03:06,16of 54,16of 32,Indian Male
53,KARTIK KUMAR,01:04:00,00:03:02,15of 54,15of 32,Indian Male
55,MAN SINGH,01:05:43,00:03:07,17of 54,17of 32,Indian Male
57,KARTIK KARKERA,01:11:47,00:03:25,37of 54,28of 32,Indian Male
58,ROHIT YADAV,01:10:15,00:03:20,35of 54,27of 32,Indian Male
60,DHANAVAT PRAHLAD RAMSING,01:06:30,00:03:10,19of 54,19of 32,Indian Male
61,NEERAJ KUMAR MAURYA,01:32:36,00:04:24,54of 54,32of 32,Indian Male
63,SHRAWAN KR BENIWAL,01:06:25,00:03:09,18of 54,18of 32,Indian Male
64,SANDEEP SINGH,01:06:46,00:03:10,23of 54,22of 32,Indian Male
66,RAJU CHAUDHARY,01:07:58,00:03:14,24of 54,23of 32,Indian Male
68,MANJEET SINGH,01:06:37,00:03:10,20of 54,20of 32,Indian Male
69,UPENDRA BALIYAN,01:09:36,00:03:18,32of 54,26of 32,Indian Male
79,PRAVIN KHAMBAL,01:06:39,00:03:10,21of 54,21of 32,Indian Male
80,MAN CHODHARY,01:26:33,00:04:06,50of 54,30of 32,Indian Male
82,VIKAS KUMAR,01:15:42,00:03:36,39of 54,29of 32,Indian Male
101,LEMLEM HAILU,01:08:50,00:03:16,29of 54,5of 22,Interval
102,IRINE CHEPTAI,01:06:42,00:03:10,22of 54,1of 22,Interval
104,DAWIT SEYAUM,01:08:02,00:03:14,25of 54,2of 22,Interval
106,ANCHINALU DESSIE,01:09:53,00:03:19,34of 54,8of 22,Interval
107,AMINET AHMED,01:08:34,00:03:15,28of 54,4of 22,Interval
108,DANIEL REDIET,01:11:48,00:03:25,38of 54,10of 22,Interval
109,FAITH CHEPKOECH,01:10:34,00:03:21,36of 54,9of 22,Interval
110,MESERET GEBRE,01:09:13,00:03:17,31of 54,6of 22,Interval
111,STELLA CHESANG,01:08:11,00:03:14,27of 54,3of 22,Interval
112,FANTAYE BELAYNEH,01:09:49,00:03:19,33of 54,7of 22,Interval
151,SANJIVANI JADHAV,01:17:53,00:03:42,40of 54,11of 22,Indian Female
152,NANDINI GUPTA,01:20:10,00:03:48,45of 54,16of 22,Indian Female
153,EKTA RAWAT,01:19:57,00:03:48,43of 54,14of 22,Indian Female
154,CHINTA YADAV,01:20:03,00:03:48,44of 54,15of 22,Indian Female
155,MONIKA ATHARE,01:18:39,00:03:44,41of 54,12of 22,Indian Female
158,NIRMA THAKUR,01:27:24,00:04:09,51of 54,21of 22,Indian Female
159,RIMA PATEL,01:24:19,00:04:00,48of 54,19of 22,Indian Female
160,PRITI LAMBA,01:19:06,00:03:45,42of 54,13of 22,Indian Female
161,ARPITA SAINI,01:27:51,00:04:10,52of 54,22of 22,Indian Female
162,DIMPLE SINGH,01:25:44,00:04:04,49of 54,20of 22,Indian Female
163,RESHMA DATTU KEVATE,01:21:04,00:03:51,46of 54,17of 22,Indian Female
165,SRUTHI M S,01:21:58,00:03:54,47of 54,18of 22,Indian Female
325,SUSIL SUBUDHI,02:01:18,00:05:45,1289of 5817,1212of 5107,50 to 54 yrs Male
333,RITU LAL,01:56:42,00:05:32,993of 5817,52of 710,45 to 49 yrs Female
343,RAJ KUMAR,02:31:38,00:07:12,3361of 5817,3063of 5107,55 to 59 yrs Male
440,DEVESH PATHAK,02:12:27,00:06:17,2000of 5817,1858of 5107,55 to 59 yrs Male
460,AADARSH CLERK,02:13:15,00:06:19,2053of 5817,1905of 5107,25 to 29 yrs Male
500,SHAILENDRA PRATAP SINGH TOMAR,03:03:37,00:08:43,5040of 5817,4484of 5107,35 to 39 yrs Male
600,SAMARJIT SINGH,02:18:23,00:06:34,2430of 5817,2245of 5107,45 to 49 yrs Male
617,MOHAMMAD SALIM,03:05:38,00:08:48,5089of 5817,4522of 5107,45 to 49 yrs Male
658,ANU JOSEPH,02:22:06,00:06:45,2724of 5817,227of 710,40 to 44 yrs Female
659,SAMEER KHANDELWAL,01:56:13,00:05:31,963of 5817,914of 5107,50 to 54 yrs Male
663,NEERAJ KOTADIA,02:53:08,00:08:13,4591of 5817,4092of 5107,40 to 44 yrs Male
666,UDIT WAHIE,02:13:58,00:06:21,2100of 5817,1949of 5107,40 to 44 yrs Male
700,ADITYA JAIN,02:01:31,00:05:46,1299of 5817,1221of 5107,45 to 49 yrs Male
710,RUSHIKESH BHORANIA,02:07:08,00:06:02,1649of 5817,1538of 5107,40 to 44 yrs Male
711,BHAGWAT YADAV,01:40:28,00:04:46,322of 5817,305of 5107,30 to 34 yrs Male
727,RAJENDRA BAHUGUNA,02:32:41,00:07:15,3419of 5817,3105of 5107,60 to 64 yrs Male
777,MANISH K AGGARWAL,01:45:23,00:05:00,467of 5817,444of 5107,35 to 39 yrs Male
786,TANVIR KAZMI,02:59:37,00:08:31,4886of 5817,4348of 5107,45 to 49 yrs Male
813,ARVIND KUMAR,01:36:54,00:04:36,237of 5817,224of 5107,35 to 39 yrs Male
815,ANKUSH KUSHWAHA,02:49:07,00:08:01,4395of 5817,3927of 5107,40 to 44 yrs Male
816,DINESH KUMAR,02:43:47,00:07:46,4098of 5817,3681of 5107,35 to 39 yrs Male
826,NITIN VARSHNEY,02:13:36,00:06:20,2079of 5817,1929of 5107,40 to 44 yrs Male
831,SATYABRATA MISHRA,02:22:51,00:06:47,2772of 5817,2538of 5107,30 to 34 yrs Male
834,ROHAN VARSHNEY,03:24:17,00:09:41,5558of 5817,4911of 5107,40 to 44 yrs Male
835,SAMARJEET SINGH,02:54:57,00:08:18,4687of 5817,4178of 5107,50 to 54 yrs Male
836,JOY SHAKADWIPEE,02:22:12,00:06:45,2729of 5817,2502of 5107,40 to 44 yrs Male
842,GOVIND SHARMA,02:31:40,00:07:12,3363of 5817,3065of 5107,60 to 64 yrs Male
843,GAURAV TRIKHA,02:47:32,00:07:57,4308of 5817,3858of 5107,45 to 49 yrs Male
849,MANJU KHERA,02:23:57,00:06:50,2848of 5817,246of 710,45 to 49 yrs Female
850,SUGANDH SARVPRIYA,02:41:00,00:07:38,3940of 5817,3541of 5107,30 to 34 yrs Male
852,VIKAS SHARMA,02:07:59,00:06:04,1699of 5817,1583of 5107,40 to 44 yrs Male
854,VIKALP YADAV,01:27:57,00:04:11,103of 5817,98of 5107,30 to 34 yrs Male
856,PANKKAJ DHIMAN,01:23:47,00:03:59,64of 5817,63of 5107,35 to 39 yrs Male
859,PRAVEEN SINGH,03:06:18,00:08:50,5105of 5817,4533of 5107,35 to 39 yrs Male
863,HEERA SINGH,01:40:00,00:04:45,301of 5817,284of 5107,35 to 39 yrs Male
865,SUNIL JAIN,02:40:39,00:07:37,3918of 5817,3521of 5107,45 to 49 yrs Male
870,AMIT PATEL,03:29:40,00:09:57,5665of 5817,4990of 5107,30 to 34 yrs Male
871,SUYOG KABRA,01:46:41,00:05:04,517of 5817,491of 5107,25 to 29 yrs Male
873,ANUPAM MAHAJAN,02:44:38,00:07:49,4139of 5817,3715of 5107,35 to 39 yrs Male
874,ANURAG SHARMA,03:25:46,00:09:46,5588of 5817,4934of 5107,40 to 44 yrs Male
875,ROHIN RAINA,02:06:01,00:05:59,1572of 5817,1470of 5107,35 to 39 yrs Male
879,DEEPAK GUPTA,01:53:39,00:05:24,833of 5817,791of 5107,40 to 44 yrs Male
882,NITIN SHARMA,02:27:16,00:06:59,3064of 5817,2804of 5107,35 to 39 yrs Male
883,ROHAN GUPTA,02:53:36,00:08:14,4615of 5817,4113of 5107,35 to 39 yrs Male
885,RAHUL CHAUHAN,01:56:14,00:05:31,964of 5817,915of 5107,40 to 44 yrs Male
888,PYUSH KAPOOR,02:17:39,00:06:32,2375of 5817,2197of 5107,50 to 54 yrs Male
889,GAURAV GUPTA,02:25:20,00:06:54,2941of 5817,2687of 5107,45 to 49 yrs Male
890,PARAG SINGHAL,01:43:58,00:04:56,416of 5817,396of 5107,40 to 44 yrs Male
894,HIMANSHU PURI,01:39:49,00:04:44,292of 5817,276of 5107,35 to 39 yrs Male
895,SOURABH PAREEK,02:47:33,00:07:57,4310of 5817,3860of 5107,30 to 34 yrs Male
977,MAHESH DWIVEDI,01:21:15,00:03:52,40of 5817,40of 5107,35 to 39 yrs Male
999,KOTHANDAPANI K C,01:45:50,00:05:01,478of 5817,454of 5107,60 to 64 yrs Male
1001,VIRAT BHUSHAN,02:29:59,00:07:07,3253of 5817,2969of 5107,60 to 64 yrs Male
1014,RAJARAM V,02:40:20,00:07:36,3897of 5817,3505of 5107,50 to 54 yrs Male
1015,MAYANK SAREEN,01:39:22,00:04:43,277of 5817,262of 5107,30 to 34 yrs Male
1017,YOGENDRA SINGH,02:12:12,00:06:16,1983of 5817,1843of 5107,60 to 64 yrs Male
1023,SIDDHARTH RASTOGI,02:45:16,00:07:50,4175of 5817,3748of 5107,45 to 49 yrs Male
1029,MANU POPLI,02:36:05,00:07:24,3626of 5817,3284of 5107,45 to 49 yrs Male
1032,PANKAJ SINGH,02:49:22,00:08:02,4405of 5817,3935of 5107,35 to 39 yrs Male
1034,RAJIV GUPTA,02:36:20,00:07:25,3641of 5817,3296of 5107,35 to 39 yrs Male
1035,JAY THAREJA,01:43:19,00:04:54,396of 5817,376of 5107,35 to 39 yrs Male
1036,Sanjay  Baghel,02:19:09,00:06:36,2485of 5817,2294of 5107,40 to 44 yrs Male
1039,RAVIN NANDLE,02:47:19,00:07:56,4298of 5817,3850of 5107,25 to 29 yrs Male
1040,NAKUL KAPUR,02:35:00,00:07:21,3560of 5817,3229of 5107,30 to 34 yrs Male
1042,DIVYA JINDAL,03:25:43,00:09:46,5586of 5817,654of 710,35 to 39 yrs Female
1043,DEEPAK GUPTA,02:42:22,00:07:42,4014of 5817,3604of 5107,40 to 44 yrs Male
1045,NUPUR JANU,01:56:01,00:05:30,955of 5817,49of 710,25 to 29 yrs Female
1047,ASHISH DUGAR,02:01:06,00:05:45,1275of 5817,1199of 5107,40 to 44 yrs Male
1048,AMIT SHAHI,02:03:18,00:05:51,1404of 5817,1318of 5107,35 to 39 yrs Male
1053,KUNAL JULKA,01:56:43,00:05:32,994of 5817,942of 5107,35 to 39 yrs Male
1054,SUGANDHI GARG,02:35:12,00:07:22,3572of 5817,334of 710,45 to 49 yrs Female
1059,RAM PRATAP SINGH,02:43:38,00:07:46,4086of 5817,3669of 5107,45 to 49 yrs Male
1062,CHANDRA PRABHA,01:58:31,00:05:38,1095of 5817,61of 710,35 to 39 yrs Female
1063,SANGEETA SHILEDAR,02:39:23,00:07:34,3834of 5817,380of 710,45 to 49 yrs Female
1064,NITIN AGGARWAL,02:01:02,00:05:45,1273of 5817,1197of 5107,50 to 54 yrs Male
1065,VARUN MONGA,01:59:15,00:05:40,1139of 5817,1077of 5107,40 to 44 yrs Male
1072,VIMAL PAL,02:18:29,00:06:34,2434of 5817,2249of 5107,40 to 44 yrs Male
1073,NISHANT SHARMA,02:14:51,00:06:24,2162of 5817,2003of 5107,35 to 39 yrs Male
1074,PRIYANKA NIRMAL,02:21:48,00:06:44,2700of 5817,218of 710,30 to 34 yrs Female
1079,SARANSH GOYAL,02:41:35,00:07:40,3967of 5817,3566of 5107,30 to 34 yrs Male
1080,KAVLEEN KAUR,02:04:21,00:05:54,1468of 5817,94of 710,40 to 44 yrs Female
1082,KANHAIYA SINGH,01:55:05,00:05:28,915of 5817,870of 5107,35 to 39 yrs Male
1086,ARVIND SINHA,02:51:08,00:08:07,4489of 5817,4008of 5107,55 to 59 yrs Male
1093,ANJALI RAI,02:32:10,00:07:13,3395of 5817,308of 710,35 to 39 yrs Female
1094,NARINDER GAUTAM,02:13:50,00:06:21,2092of 5817,1942of 5107,55 to 59 yrs Male
1095,RAJIV HANDA,02:57:12,00:08:24,4788of 5817,4264of 5107,60 to 64 yrs Male
1098,VINAY JANI,02:21:35,00:06:43,2673of 5817,2459of 5107,35 to 39 yrs Male
1109,RAMA VEDASHREE,03:40:40,00:10:28,5767of 5817,694of 710,60 to 64 yrs Female
1110,JYOTIN BHASIN,02:09:13,00:06:08,1767of 5817,1645of 5107,50 to 54 yrs Male
1111,SUMIT SHARMA,02:21:09,00:06:42,2642of 5817,2433of 5107,45 to 49 yrs Male
1134,VISHAL RAKYAN,01:53:15,00:05:23,817of 5817,776of 5107,45 to 49 yrs Male
1135,GAGAN CHOWDHARY,02:25:58,00:06:56,2971of 5817,2715of 5107,30 to 34 yrs Male
1136,ARJUN MITHAL,01:28:45,00:04:13,111of 5817,105of 5107,35 to 39 yrs Male
1137,DUSHYANT DIMANIA,02:34:52,00:07:21,3547of 5817,3217of 5107,40 to 44 yrs Male
1138,NAVED IQBAL,01:40:04,00:04:45,305of 5817,288of 5107,45 to 49 yrs Male
1140,DEEPAK SHARMA,01:51:01,00:05:16,696of 5817,663of 5107,40 to 44 yrs Male
1141,MEGHA PUSHKARNA,02:48:55,00:08:01,4385of 5817,466of 710,40 to 44 yrs Female
1145,HIMANSHU GUPTA,01:52:47,00:05:21,793of 5817,755of 5107,45 to 49 yrs Male
1146,DEEPAK MALOO,02:35:27,00:07:23,3588of 5817,3248of 5107,40 to 44 yrs Male
1147,HARSHIT BANSAL,02:27:42,00:07:01,3088of 5817,2825of 5107,30 to 34 yrs Male
1149,ANUBHAV APOORVA,01:55:18,00:05:28,926of 5817,881of 5107,35 to 39 yrs Male
1150,IVAN NORONHA,02:41:42,00:07:40,3974of 5817,3570of 5107,55 to 59 yrs Male
1153,CHINTAN SINGH JAGGI,01:53:52,00:05:24,842of 5817,800of 5107,30 to 34 yrs Male
1154,NARINDER HARTALA,01:49:20,00:05:11,615of 5817,587of 5107,40 to 44 yrs Male
1157,GAURAV TALWAR,01:55:30,00:05:29,934of 5817,889of 5107,45 to 49 yrs Male
1160,PULAK NEOG,02:12:31,00:06:17,2009of 5817,1864of 5107,45 to 49 yrs Male
1161,GEETA DEVI,02:13:22,00:06:20,2064of 5817,149of 710,45 to 49 yrs Female
1162,ABHINAV SHAKADWIPEE,01:59:48,00:05:41,1195of 5817,1126of 5107,30 to 34 yrs Male
1164,DEEPAK KHANDELWAL,02:49:54,00:08:04,4432of 5817,3958of 5107,30 to 34 yrs Male
1165,ASHISH DHINGRA,01:30:49,00:04:19,136of 5817,129of 5107,40 to 44 yrs Male
1172,RAKESH KUMAR,02:32:11,00:07:13,3398of 5817,3089of 5107,45 to 49 yrs Male
1179,SHANKAR NARANG,01:57:05,00:05:33,1009of 5817,956of 5107,45 to 49 yrs Male
1185,HEMANT SINDHI,02:00:56,00:05:44,1270of 5817,1194of 5107,40 to 44 yrs Male
1189,UJJWAL DEEP,02:43:35,00:07:46,4083of 5817,3667of 5107,35 to 39 yrs Male
1191,AMRISH KUMAR,02:45:12,00:07:50,4171of 5817,3744of 5107,45 to 49 yrs Male
1193,SUDHANSHU WALIA,01:55:53,00:05:30,950of 5817,903of 5107,45 to 49 yrs Male
1194,MANOJ BHARDWAJ,02:25:52,00:06:55,2967of 5817,2711of 5107,55 to 59 yrs Male
1203,NAVNEET JAIN,02:47:00,00:07:55,4272of 5817,3828of 5107,40 to 44 yrs Male
1216,RAKESH SHARMA,01:44:52,00:04:59,444of 5817,422of 5107,40 to 44 yrs Male
1220,AJAY TALWAR,03:33:25,00:10:07,5716of 5817,5033of 5107,55 to 59 yrs Male
1223,PRATYUSH PANDA,02:35:25,00:07:23,3586of 5817,3247of 5107,50 to 54 yrs Male
1224,ANIRBAN SENGUPTA,02:03:58,00:05:53,1447of 5817,1356of 5107,35 to 39 yrs Male
1226,JEEVAN CLERK,03:21:11,00:09:33,5509of 5817,4866of 5107,55 to 59 yrs Male
1229,SANGHARSH SINGH,02:15:56,00:06:27,2242of 5817,2076of 5107,35 to 39 yrs Male
1230,DILIP KAPOOR,01:58:36,00:05:38,1101of 5817,1040of 5107,40 to 44 yrs Male
1232,RAVI KARIA,03:16:47,00:09:20,5387of 5817,4764of 5107,35 to 39 yrs Male
1235,AKASH RASTOGI,01:39:41,00:04:44,285of 5817,269of 5107,40 to 44 yrs Male
1237,SHASHANK SHEKHAR,02:20:35,00:06:40,2604of 5817,2400of 5107,35 to 39 yrs Male
1238,SAURABH MUKHOPADHYAY,02:34:45,00:07:21,3540of 5817,3213of 5107,40 to 44 yrs Male
1239,GIRISH MUDGAL,01:37:11,00:04:37,243of 5817,230of 5107,40 to 44 yrs Male
1241,ANKUR JAIN,02:23:42,00:06:49,2833of 5817,2589of 5107,40 to 44 yrs Male
1243,ABHAY THAPA,02:46:04,00:07:53,4217of 5817,3780of 5107,35 to 39 yrs Male
1244,VIKAS YADAV,02:04:27,00:05:54,1478of 5817,1384of 5107,40 to 44 yrs Male
1245,ADITYA SETH,01:43:16,00:04:54,395of 5817,375of 5107,30 to 34 yrs Male
1246,ABHISHEK SRIVASTAV,02:20:45,00:06:41,2621of 5817,2414of 5107,50 to 54 yrs Male
1247,MADHUKAR KUMAR,02:31:56,00:07:13,3379of 5817,3075of 5107,40 to 44 yrs Male
1248,KIRTI VIRMANI,02:40:07,00:07:36,3884of 5817,389of 710,40 to 44 yrs Female
1249,IMAM KHAN,02:10:35,00:06:12,1857of 5817,1729of 5107,60 to 64 yrs Male
1250,ANUJ SRIVASTAVA,02:54:07,00:08:16,4641of 5817,4138of 5107,55 to 59 yrs Male
1251,GOPAL KRISHAN,02:06:48,00:06:01,1630of 5817,1522of 5107,40 to 44 yrs Male
1253,PANKAJ JOSHI,01:36:13,00:04:34,224of 5817,211of 5107,30 to 34 yrs Male
1254,GUNJAN KAR,02:42:05,00:07:41,3996of 5817,410of 710,45 to 49 yrs Female
1255,PRAVIN GUPTA,02:08:37,00:06:06,1733of 5817,1613of 5107,45 to 49 yrs Male
1258,VIVEK KHOKHAR,01:46:06,00:05:02,487of 5817,462of 5107,40 to 44 yrs Male
1260,SHUBHAM TYAGI,02:50:57,00:08:07,4479of 5817,3998of 5107,35 to 39 yrs Male
1261,SHEKHAR NARAYANASWAMI,03:18:47,00:09:26,5440of 5817,4811of 5107,55 to 59 yrs Male
1265,RAVINDER DAHIYA,01:52:20,00:05:20,768of 5817,732of 5107,40 to 44 yrs Male
1267,RAJENDER RAUTELA,01:34:32,00:04:29,188of 5817,176of 5107,45 to 49 yrs Male
1268,SUDEEP ANURAG,02:26:47,00:06:58,3045of 5817,2785of 5107,30 to 34 yrs Male
1275,RAJ GUPTA,02:47:55,00:07:58,4335of 5817,3880of 5107,60 to 64 yrs Male
1277,BRIJESH GAJJAR,02:06:01,00:05:59,1571of 5817,1469of 5107,35 to 39 yrs Male
1280,SANJAY SUBARNA,02:58:44,00:08:29,4850of 5817,4317of 5107,55 to 59 yrs Male
1282,YOGESH PANDEY,02:28:46,00:07:04,3157of 5817,2883of 5107,45 to 49 yrs Male
1284,PRIKSHIT THAKUR,02:11:29,00:06:14,1925of 5817,1789of 5107,35 to 39 yrs Male
1287,PRAVEEN KUMAR,01:35:37,00:04:32,212of 5817,199of 5107,35 to 39 yrs Male
1288,RANJANA SALUJA,02:04:54,00:05:56,1507of 5817,99of 710,45 to 49 yrs Female
1290,AVINASH VENU,01:57:56,00:05:36,1061of 5817,1004of 5107,40 to 44 yrs Male
1291,ANISH BHATIA,02:07:01,00:06:02,1644of 5817,1533of 5107,55 to 59 yrs Male
1292,BISWAJIT BHATTACHARYA,02:06:39,00:06:01,1620of 5817,1512of 5107,50 to 54 yrs Male
1294,GAUTAM TEWARI,02:16:48,00:06:30,2312of 5817,2141of 5107,45 to 49 yrs Male
1295,WTSP SARMA,02:31:12,00:07:10,3328of 5817,3036of 5107,50 to 54 yrs Male
1298,DEEPTI MALIK,01:49:31,00:05:12,626of 5817,31of 710,40 to 44 yrs Female
1299,AJAY TYAGI,02:20:13,00:06:39,2581of 5817,2379of 5107,45 to 49 yrs Male
1304,ABHISHEK SINGH,02:19:25,00:06:37,2509of 5817,2318of 5107,40 to 44 yrs Male
1309,VIPUL KUMAR,01:14:44,00:03:33,14of 5817,14of 5107,18 to 24 yrs Male
1310,MUKTA KAPOOR,02:32:38,00:07:15,3415of 5817,312of 710,45 to 49 yrs Female
1314,NIRAV SHAH,02:27:53,00:07:01,3099of 5817,2836of 5107,35 to 39 yrs Male
1316,SOMNATH SETHI,02:13:58,00:06:21,2098of 5817,1947of 5107,70 yrs & Above Male
1318,DUSHYANT PARIHAR,01:40:01,00:04:45,302of 5817,285of 5107,30 to 34 yrs Male
1319,GIRJA BHUSHAN JOSHI,01:39:21,00:04:43,276of 5817,261of 5107,40 to 44 yrs Male
1320,AMIT CHATURVEDI,01:56:15,00:05:31,965of 5817,916of 5107,50 to 54 yrs Male
1321,VIJAY SHUKLA,02:32:46,00:07:15,3422of 5817,3108of 5107,50 to 54 yrs Male
1323,NIKUNJKUMAR PATHAK,01:58:46,00:05:38,1116of 5817,1055of 5107,30 to 34 yrs Male
1324,SHASHI KUJUR,02:36:56,00:07:27,3692of 5817,3339of 5107,50 to 54 yrs Male
1326,DHEERAJ JAGGI,02:05:40,00:05:58,1545of 5817,1444of 5107,40 to 44 yrs Male
1328,GAURAV VERMA,01:57:30,00:05:35,1029of 5817,975of 5107,45 to 49 yrs Male
1330,AVDHESH KUMAR,01:24:23,00:04:00,72of 5817,71of 5107,30 to 34 yrs Male
1331,SHIKHAR SAXENA,02:14:09,00:06:22,2109of 5817,1957of 5107,40 to 44 yrs Male
1332,RAVINDRA JOSHIPURA,03:25:22,00:09:45,5578of 5817,4926of 5107,70 yrs & Above Male
1334,ALPESH PATEL,02:17:34,00:06:32,2368of 5817,2191of 5107,35 to 39 yrs Male
1335,ROHIT JOSHI,02:56:06,00:08:21,4738of 5817,4223of 5107,40 to 44 yrs Male
1337,BRAJESH SHARMA,02:49:59,00:08:04,4437of 5817,3962of 5107,50 to 54 yrs Male
1339,ANIL SHARMA,01:59:36,00:05:41,1177of 5817,1111of 5107,50 to 54 yrs Male
1340,VINODAN NEELESH,02:17:25,00:06:31,2359of 5817,2184of 5107,45 to 49 yrs Male
1343,GURURAO HARIPRASAD,01:53:19,00:05:23,822of 5817,781of 5107,45 to 49 yrs Male
1344,GAUTAM GAHLAUT,02:09:50,00:06:10,1809of 5817,1685of 5107,45 to 49 yrs Male
1345,DUSHYANT SAHARAN,01:59:44,00:05:41,1190of 5817,1122of 5107,30 to 34 yrs Male
1346,PIYUSH SINGHAL,02:19:12,00:06:36,2490of 5817,2299of 5107,30 to 34 yrs Male
1347,ANUPAM GUPTA,01:47:52,00:05:07,561of 5817,533of 5107,40 to 44 yrs Male
1349,GUNJAN SHAH,02:00:26,00:05:43,1234of 5817,1160of 5107,40 to 44 yrs Male
1350,NAKSHATRA BHARDWAJ,01:56:50,00:05:33,999of 5817,946of 5107,35 to 39 yrs Male
1351,SAURABH SHAH,02:09:38,00:06:09,1794of 5817,1671of 5107,30 to 34 yrs Male
1352,SUNDEEP SINGH,01:26:06,00:04:05,85of 5817,82of 5107,35 to 39 yrs Male
1353,AMIT TYAGI,02:39:42,00:07:35,3854of 5817,3473of 5107,40 to 44 yrs Male
1355,HARISH ARORA,02:12:31,00:06:17,2010of 5817,1865of 5107,40 to 44 yrs Male
1358,MANUJ AYODHYAWASI,02:28:34,00:07:03,3149of 5817,2878of 5107,45 to 49 yrs Male
1359,JITENDER SRIVASTAVA,02:11:36,00:06:15,1935of 5817,1799of 5107,45 to 49 yrs Male
1361,HIMANSHU SHEKHAR,02:16:34,00:06:29,2289of 5817,2120of 5107,45 to 49 yrs Male
1363,SIDDHARTHA SINGH,01:51:35,00:05:18,728of 5817,694of 5107,40 to 44 yrs Male
1364,VARUN KHANDELWAL,02:53:51,00:08:15,4624of 5817,4122of 5107,35 to 39 yrs Male
1365,GOVIND CHHANGANI,02:52:47,00:08:12,4572of 5817,4076of 5107,30 to 34 yrs Male
1366,SHARDA JAIN,03:03:49,00:08:43,5044of 5817,557of 710,35 to 39 yrs Female
1367,PRASAD MENON,01:49:27,00:05:12,620of 5817,591of 5107,45 to 49 yrs Male
1368,SIDDHARTH MUKUND,02:59:30,00:08:31,4883of 5817,4345of 5107,40 to 44 yrs Male
1369,PARMILA SHARMA,02:40:36,00:07:37,3913of 5817,395of 710,35 to 39 yrs Female
1370,PRAVEEN KUMAR,02:58:52,00:08:29,4855of 5817,4321of 5107,50 to 54 yrs Male
1371,VIKAS KAUL,02:12:29,00:06:17,2005of 5817,1860of 5107,50 to 54 yrs Male
1372,KAPIL NAYYAR,01:29:57,00:04:16,131of 5817,124of 5107,40 to 44 yrs Male
1373,RAJEEV SETHIA,01:51:28,00:05:17,717of 5817,684of 5107,45 to 49 yrs Male
1374,SADHNA ARYA,02:38:51,00:07:32,3810of 5817,377of 710,60 to 64 yrs Female
1376,JITIN NARULA,02:44:06,00:07:47,4118of 5817,3698of 5107,35 to 39 yrs Male
1377,KEDAR BURANDE,02:21:49,00:06:44,2701of 5817,2483of 5107,40 to 44 yrs Male
1378,KSHITIZ MAHAJAN,01:49:40,00:05:12,632of 5817,601of 5107,40 to 44 yrs Male
1379,ALOK KUMAR,01:58:29,00:05:37,1093of 5817,1033of 5107,40 to 44 yrs Male
1380,GURVINDER SINGH,02:48:59,00:08:01,4389of 5817,3923of 5107,25 to 29 yrs Male
1381,MANPREET BHALLA,02:08:40,00:06:06,1736of 5817,1616of 5107,40 to 44 yrs Male
1382,VIVEK DUA,02:13:49,00:06:21,2089of 5817,1939of 5107,45 to 49 yrs Male
1384,PRANSHU TOPAL,01:45:12,00:05:00,460of 5817,437of 5107,40 to 44 yrs Male
1385,SAURAV SAHA,02:26:27,00:06:57,3012of 5817,2754of 5107,40 to 44 yrs Male
1386,SWATI SEHGAL,02:04:01,00:05:53,1450of 5817,92of 710,40 to 44 yrs Female
1387,KAILASH BHATT,01:39:32,00:04:44,280of 5817,265of 5107,35 to 39 yrs Male
1390,SUNIL KHEMKA,02:35:59,00:07:24,3622of 5817,3280of 5107,60 to 64 yrs Male
1391,KANAN JAIN,01:25:44,00:04:04,81of 5817,79of 5107,18 to 24 yrs Male
1392,TARVEEN JANDOO,03:24:20,00:09:42,5559of 5817,648of 710,45 to 49 yrs Female
1393,RAJEEV SINGH,02:14:30,00:06:23,2134of 5817,1979of 5107,55 to 59 yrs Male
1394,RISHIKA VERMA,02:40:29,00:07:37,3903of 5817,393of 710,30 to 34 yrs Female
