BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category
12745,DEVENDRA VERMA,01:59:56,00:05:42,1201of 5817,1132of 5107,35 to 39 yrs Male
12746,SHASHI KIRAN,02:15:09,00:06:25,2187of 5817,2025of 5107,40 to 44 yrs Male
12747,VALMIKI MISHRA,02:20:04,00:06:39,2563of 5817,2363of 5107,35 to 39 yrs Male
12748,SHIV RATAN MAHESHWARI,02:53:29,00:08:14,4610of 5817,4109of 5107,30 to 34 yrs Male
12749,GOVIND KHAROL,02:09:49,00:06:10,1808of 5817,1684of 5107,30 to 34 yrs Male
12750,RAJEEV KUMAR,02:08:45,00:06:07,1744of 5817,1624of 5107,40 to 44 yrs Male
12753,RAJESH KUMAR PANDEY,02:04:49,00:05:55,1499of 5817,1403of 5107,40 to 44 yrs Male
12756,VIKRAM YADAV,02:28:03,00:07:02,3113of 5817,2848of 5107,40 to 44 yrs Male
12757,RAJIV RAJAN,02:20:06,00:06:39,2567of 5817,2367of 5107,35 to 39 yrs Male
12758,DEVENDER SANGWAN,01:51:17,00:05:17,707of 5817,674of 5107,30 to 34 yrs Male
12759,NARESH KUMAR,01:58:09,00:05:37,1073of 5817,1014of 5107,50 to 54 yrs Male
12760,ABDUL KAYYUM,03:00:59,00:08:35,4942of 5817,4398of 5107,30 to 34 yrs Male
12761,SACHIN RATHOD,02:34:52,00:07:21,3549of 5817,3219of 5107,30 to 34 yrs Male
12762,LALIT MOHAN SINGH NEGI,03:01:07,00:08:36,4947of 5817,4402of 5107,25 to 29 yrs Male
12763,RAVINDER SINGH,02:29:18,00:07:05,3217of 5817,2935of 5107,45 to 49 yrs Male
12764,NIRMAL RAWAT,01:45:30,00:05:01,470of 5817,446of 5107,45 to 49 yrs Male
12766,JASVIR SINGH,02:05:53,00:05:58,1558of 5817,1457of 5107,45 to 49 yrs Male
12767,KULDEEP SINGH,03:04:47,00:08:46,5066of 5817,4507of 5107,25 to 29 yrs Male
12768,LUCA RAPAGNA,01:41:15,00:04:48,337of 5817,320of 5107,45 to 49 yrs Male
12769,CHITVAN VYAS,03:04:35,00:08:45,5063of 5817,4504of 5107,25 to 29 yrs Male
12771,AMIT MAKKAR,01:47:01,00:05:05,532of 5817,505of 5107,40 to 44 yrs Male
12772,RACHNA KHANDELWAL,02:20:43,00:06:41,2616of 5817,207of 710,40 to 44 yrs Female
12773,SUDAMA THAKUR,03:18:56,00:09:26,5445of 5817,4816of 5107,40 to 44 yrs Male
12774,NITIN GUPTA,03:22:09,00:09:35,5522of 5817,4878of 5107,35 to 39 yrs Male
12775,VIKRAM SINGH,02:43:11,00:07:45,4057of 5817,3644of 5107,35 to 39 yrs Male
12776,NEENA YADAV,03:18:57,00:09:26,5446of 5817,630of 710,50 to 54 yrs Female
12778,HARIHARAN SURESH,02:00:00,00:05:42,1208of 5817,1138of 5107,35 to 39 yrs Male
12779,PRASOON SHARMA,02:36:23,00:07:25,3648of 5817,3302of 5107,30 to 34 yrs Male
12780,MOHIT MATHUR,01:45:02,00:04:59,454of 5817,431of 5107,40 to 44 yrs Male
12782,AJAY KUMAR GUPTA,02:24:40,00:06:52,2897of 5817,2650of 5107,40 to 44 yrs Male
12783,PRASHANT VERMA,02:44:39,00:07:49,4140of 5817,3716of 5107,30 to 34 yrs Male
12785,SUSHIL KUMAT,01:23:51,00:03:59,65of 5817,64of 5107,25 to 29 yrs Male
12787,ASHISH KUMAR,01:52:39,00:05:21,786of 5817,749of 5107,40 to 44 yrs Male
12788,SACHIN KUMAR,01:23:27,00:03:58,60of 5817,60of 5107,18 to 24 yrs Male
12789,AAKASH .,02:15:05,00:06:25,2180of 5817,2019of 5107,25 to 29 yrs Male
12790,SUNIL SUHAG,01:59:34,00:05:41,1172of 5817,1106of 5107,40 to 44 yrs Male
12791,RAKESH KUMAR,02:08:48,00:06:07,1746of 5817,1626of 5107,40 to 44 yrs Male
12792,MADHUR SHARMA,02:22:24,00:06:45,2743of 5817,2514of 5107,18 to 24 yrs Male
12793,ROHIT RATHI,03:11:49,00:09:06,5269of 5817,4661of 5107,25 to 29 yrs Male
12794,AMIT KHOSLA,02:16:22,00:06:28,2273of 5817,2104of 5107,45 to 49 yrs Male
12795,ZAINUL ABIDEEN,02:34:29,00:07:20,3529of 5817,3204of 5107,25 to 29 yrs Male
12796,ADITYA GOKHALE,02:09:04,00:06:08,1760of 5817,1638of 5107,30 to 34 yrs Male
12797,PRIYA BORA,02:57:33,00:08:25,4805of 5817,529of 710,18 to 24 yrs Female
12798,SANDEEP SINGHAL,02:45:29,00:07:51,4189of 5817,3759of 5107,50 to 54 yrs Male
12799,PUSHPENDER CHAWLA,02:23:02,00:06:47,2786of 5817,2551of 5107,45 to 49 yrs Male
12800,SAHIL DHINGRA,01:52:23,00:05:20,772of 5817,736of 5107,25 to 29 yrs Male
12801,RAM SINGH,02:14:45,00:06:24,2153of 5817,1994of 5107,45 to 49 yrs Male
12802,PRAGYA CHAND,02:13:54,00:06:21,2093of 5817,151of 710,35 to 39 yrs Female
12803,PRATEEK MITTAL,02:37:01,00:07:27,3702of 5817,3346of 5107,35 to 39 yrs Male
12806,BALDEVA RAM,02:52:19,00:08:11,4552of 5817,4060of 5107,45 to 49 yrs Male
12807,SURAJ SHARMA,03:07:32,00:08:54,5154of 5817,4570of 5107,35 to 39 yrs Male
12808,RAJINDER SINGH,01:54:07,00:05:25,854of 5817,812of 5107,35 to 39 yrs Male
12809,DARSHIKA CHAUHAN,03:29:09,00:09:55,5654of 5817,672of 710,30 to 34 yrs Female
12811,GURSHARAN VIRK,01:50:06,00:05:14,652of 5817,620of 5107,45 to 49 yrs Male
12812,PRADEEP JOLLY,02:10:23,00:06:11,1844of 5817,1718of 5107,40 to 44 yrs Male
12813,K S GIRISH,02:09:53,00:06:10,1814of 5817,1690of 5107,40 to 44 yrs Male
12814,MONA SINGH,03:35:02,00:10:12,5726of 5817,685of 710,30 to 34 yrs Female
12815,JAGDISH CHANDER,02:19:06,00:06:36,2479of 5817,2288of 5107,50 to 54 yrs Male
12816,ELI CELESTE COHEN,01:28:18,00:04:12,105of 5817,100of 5107,18 to 24 yrs Male
12818,AMIT GULATI,03:11:37,00:09:05,5262of 5817,4655of 5107,30 to 34 yrs Male
12819,UDIT JAIN,02:42:23,00:07:42,4020of 5817,3609of 5107,30 to 34 yrs Male
12820,DINESH KUMAR,02:40:50,00:07:38,3926of 5817,3529of 5107,30 to 34 yrs Male
12821,DEEPESH KUMAR,03:20:51,00:09:32,5495of 5817,4855of 5107,40 to 44 yrs Male
12822,ANNA KARAPETIAN,02:13:27,00:06:20,2071of 5817,150of 710,25 to 29 yrs Female
12823,SAJID IQBAL,02:12:25,00:06:17,1996of 5817,1855of 5107,35 to 39 yrs Male
12824,PANDEY RAJEEV NAYAN,02:46:01,00:07:53,4212of 5817,3776of 5107,40 to 44 yrs Male
12825,AJAY SINGH,02:44:03,00:07:47,4115of 5817,3695of 5107,30 to 34 yrs Male
12826,CHANDAN KUMAR,02:17:15,00:06:31,2351of 5817,2177of 5107,35 to 39 yrs Male
12827,ADITYA MITTAL,01:49:19,00:05:11,614of 5817,586of 5107,30 to 34 yrs Male
12828,HANSRAJ SHARMA,02:07:16,00:06:02,1659of 5817,1548of 5107,55 to 59 yrs Male
12829,DILIP CHAVDA,01:23:59,00:03:59,71of 5817,70of 5107,25 to 29 yrs Male
12830,SANJAY SINGH,01:52:35,00:05:21,782of 5817,746of 5107,35 to 39 yrs Male
12832,SUSHIL BELWAL,02:26:11,00:06:56,2982of 5817,2725of 5107,35 to 39 yrs Male
12833,ARVIND KUMAR SRIVASTAVA,03:28:56,00:09:55,5648of 5817,4980of 5107,45 to 49 yrs Male
12834,NIKHIL ARORA,03:09:51,00:09:00,5205of 5817,4609of 5107,25 to 29 yrs Male
12835,SULENDAR KUMAR,03:17:22,00:09:22,5407of 5817,4781of 5107,35 to 39 yrs Male
12836,ANSHUL KATYAL,02:38:28,00:07:31,3784of 5817,3415of 5107,30 to 34 yrs Male
12838,KHUSHBOO GUPTA,02:35:21,00:07:22,3581of 5817,337of 710,30 to 34 yrs Female
12839,CHANDAN KUMAR SAHU,03:57:11,00:11:15,5812of 5817,5103of 5107,30 to 34 yrs Male
12840,VIVEK BORA,02:53:48,00:08:15,4623of 5817,4121of 5107,30 to 34 yrs Male
12842,ANAND PURI,02:46:54,00:07:55,4266of 5817,3822of 5107,45 to 49 yrs Male
12843,UDAY SINGH,02:54:18,00:08:16,4653of 5817,4148of 5107,25 to 29 yrs Male
12844,GAURAV ARYA,02:24:25,00:06:51,2881of 5817,2634of 5107,25 to 29 yrs Male
12845,NIKHIL AGARWAL,02:43:54,00:07:47,4109of 5817,3691of 5107,40 to 44 yrs Male
12847,PREM RAJ,02:02:17,00:05:48,1339of 5817,1255of 5107,35 to 39 yrs Male
12849,ROHIT GOYAL,01:39:16,00:04:43,270of 5817,256of 5107,40 to 44 yrs Male
12850,SATYENDRA PAL SINGH,02:14:25,00:06:23,2129of 5817,1974of 5107,40 to 44 yrs Male
12851,GAURAV AGARWAL,02:09:22,00:06:08,1775of 5817,1653of 5107,35 to 39 yrs Male
12852,GANESH CHOUDHARY,02:41:17,00:07:39,3952of 5817,3552of 5107,25 to 29 yrs Male
12853,ANSHUMAN KUMAR,02:30:41,00:07:09,3300of 5817,3012of 5107,40 to 44 yrs Male
12854,DIPANKAR HALDER,02:33:44,00:07:18,3480of 5817,3161of 5107,40 to 44 yrs Male
12855,DEEPAK SHARMA,01:54:33,00:05:26,882of 5817,839of 5107,40 to 44 yrs Male
12856,MIHIKA GUPTA,02:28:36,00:07:03,3150of 5817,272of 710,45 to 49 yrs Female
12857,KRISHAN DUTT SHARMA,01:28:41,00:04:13,109of 5817,103of 5107,25 to 29 yrs Male
12858,HARSHAL SALVE,02:56:40,00:08:23,4766of 5817,4248of 5107,35 to 39 yrs Male
12859,NISHANT RAI,02:45:21,00:07:51,4184of 5817,3756of 5107,30 to 34 yrs Male
12860,SHIVANI SINGH,02:50:00,00:08:04,4438of 5817,476of 710,45 to 49 yrs Female
12861,MARIA ASSUNTHA,03:17:18,00:09:22,5403of 5817,625of 710,55 to 59 yrs Female
12862,KARNA .,03:21:59,00:09:35,5521of 5817,4877of 5107,30 to 34 yrs Male
12863,RAHUL BHADANA,03:01:56,00:08:38,4982of 5817,4431of 5107,25 to 29 yrs Male
12864,MAHIPAL SINGH,01:44:34,00:04:58,432of 5817,410of 5107,55 to 59 yrs Male
12865,PRADEEP TANWAR,02:06:08,00:05:59,1579of 5817,1476of 5107,25 to 29 yrs Male
12866,ABHISHEK KUMAR,01:49:04,00:05:11,598of 5817,570of 5107,35 to 39 yrs Male
12868,VISHAL SINGH,02:55:04,00:08:18,4695of 5817,4185of 5107,25 to 29 yrs Male
12869,MERVYN VINCENT BASIL,03:03:30,00:08:42,5033of 5817,4478of 5107,35 to 39 yrs Male
12870,MR TRIVENI,01:40:13,00:04:45,315of 5817,298of 5107,50 to 54 yrs Male
12871,MOTI LAL THAKUR,02:14:51,00:06:24,2160of 5817,2001of 5107,45 to 49 yrs Male
12872,SAAHIL NAWALKHA,01:55:53,00:05:30,951of 5817,904of 5107,18 to 24 yrs Male
12873,SUMIT GARG,01:54:26,00:05:26,874of 5817,832of 5107,40 to 44 yrs Male
12874,ARJUN GARGEYAS,02:15:43,00:06:26,2230of 5817,2064of 5107,25 to 29 yrs Male
12875,MOHIT BANSAL,02:50:58,00:08:07,4481of 5817,4000of 5107,35 to 39 yrs Male
12876,HARISH .,02:58:56,00:08:29,4859of 5817,4325of 5107,40 to 44 yrs Male
12877,AKHILESH PANDIT,02:15:15,00:06:25,2191of 5817,2029of 5107,30 to 34 yrs Male
12878,VARINDER DEEPAK,02:34:24,00:07:20,3519of 5817,3195of 5107,40 to 44 yrs Male
12880,DHYAN SINGH RANA,02:31:28,00:07:11,3353of 5817,3057of 5107,45 to 49 yrs Male
12881,DIVAKAR THAKUR,03:08:24,00:08:56,5180of 5817,4590of 5107,30 to 34 yrs Male
12882,OM SINGH,02:08:53,00:06:07,1753of 5817,1632of 5107,35 to 39 yrs Male
12883,SUBHASH AGARWAL,02:41:52,00:07:41,3986of 5817,3579of 5107,35 to 39 yrs Male
12884,PARVEEN CHOUHAN,01:36:13,00:04:34,223of 5817,210of 5107,18 to 24 yrs Male
12885,SUNIL GOUR,02:24:28,00:06:51,2884of 5817,2637of 5107,40 to 44 yrs Male
12886,VINOD PRADHAN,01:50:08,00:05:14,653of 5817,621of 5107,40 to 44 yrs Male
12888,KRISHAN PAL CHOUDHARY,01:50:53,00:05:16,691of 5817,658of 5107,40 to 44 yrs Male
12901,VIPIN KUMAR,03:03:03,00:08:41,5016of 5817,4462of 5107,30 to 34 yrs Male
12902,MANOJ KUMAR TRIPATHI,02:57:24,00:08:25,4799of 5817,4273of 5107,45 to 49 yrs Male
12904,DSUDHAKAAR SINGH,03:40:20,00:10:27,5766of 5817,5073of 5107,40 to 44 yrs Male
12905,RAKESH MULLICK,03:45:26,00:10:42,5789of 5817,5090of 5107,30 to 34 yrs Male
12906,DIPAK KUMAR JENA,03:28:11,00:09:53,5632of 5817,4966of 5107,25 to 29 yrs Male
12907,RAVISHANKAR SINGH,03:45:26,00:10:42,5788of 5817,5089of 5107,25 to 29 yrs Male
12911,SONIA PANWAR,03:08:18,00:08:56,5175of 5817,589of 710,40 to 44 yrs Female
12912,PREETI GHAI,03:08:19,00:08:56,5176of 5817,590of 710,40 to 44 yrs Female
12915,ANIL KHATRI,03:25:55,00:09:46,5594of 5817,657of 710,45 to 49 yrs Female
12916,RAJENDRA KUMAR,01:38:11,00:04:40,256of 5817,242of 5107,25 to 29 yrs Male
12917,RAMAN KUMAR VERMA,02:29:04,00:07:04,3192of 5817,2915of 5107,30 to 34 yrs Male
12918,AMIT SINGH,02:28:44,00:07:03,3156of 5817,2882of 5107,30 to 34 yrs Male
12919,PANKAJ JOSHI,02:20:41,00:06:41,2610of 5817,2405of 5107,30 to 34 yrs Male
12920,SHYAM SUNDAR,02:16:19,00:06:28,2268of 5817,2100of 5107,30 to 34 yrs Male
12921,VIDHYA PRAJAPAT,03:03:16,00:08:42,5028of 5817,555of 710,30 to 34 yrs Female
12922,MUKESH KUMAR KARWASHRA,02:14:12,00:06:22,2110of 5817,1958of 5107,30 to 34 yrs Male
12923,NETRAPAL SINGH,02:02:55,00:05:50,1373of 5817,1288of 5107,30 to 34 yrs Male
12924,RAJEEV ARORA.,02:04:19,00:05:54,1467of 5817,1374of 5107,50 to 54 yrs Male
12925,RAJNEESH TIWARI,02:58:53,00:08:29,4857of 5817,4323of 5107,25 to 29 yrs Male
12926,ASHOK .,02:33:26,00:07:17,3462of 5817,3145of 5107,50 to 54 yrs Male
12927,BIPUL SINGH.,03:08:06,00:08:55,5169of 5817,4582of 5107,18 to 24 yrs Male
12928,PRAKHAR DEEP,03:25:46,00:09:46,5587of 5817,4933of 5107,30 to 34 yrs Male
12929,ABHILASH CHAUDHARY,02:04:25,00:05:54,1475of 5817,1381of 5107,30 to 34 yrs Male
12932,JYOTI BARTHWAL,02:43:21,00:07:45,4072of 5817,3657of 5107,50 to 54 yrs Male
12933,SARVJEET MOR,02:46:12,00:07:53,4224of 5817,3786of 5107,30 to 34 yrs Male
12935,SURINDER SINGH,02:08:33,00:06:06,1726of 5817,1606of 5107,65 to 69 yrs Male
12936,RAM NARESH GUPTA,03:32:03,00:10:04,5702of 5817,5023of 5107,40 to 44 yrs Male
12941,NARENDER SINGH KHOLA,02:10:38,00:06:12,1860of 5817,1732of 5107,30 to 34 yrs Male
12942,RUCHIKA BHAGAT,02:57:44,00:08:26,4815of 5817,530of 710,40 to 44 yrs Female
12943,KARAN TULI,02:48:13,00:07:59,4351of 5817,3890of 5107,40 to 44 yrs Male
12944,MANISH TIWARY,02:27:57,00:07:01,3104of 5817,2840of 5107,50 to 54 yrs Male
12945,SHREERAJ SHINDE,02:15:42,00:06:26,2227of 5817,2061of 5107,45 to 49 yrs Male
12946,RAJIB BISWAS,01:35:54,00:04:33,217of 5817,204of 5107,35 to 39 yrs Male
12947,GUNJAN RAINA,02:23:41,00:06:49,2832of 5817,244of 710,45 to 49 yrs Female
12948,BINOY SINGH,02:55:51,00:08:21,4726of 5817,4211of 5107,35 to 39 yrs Male
12949,SAMAR HOSUR,01:50:41,00:05:15,680of 5817,647of 5107,25 to 29 yrs Male
12950,AMIT ARORA,02:44:38,00:07:49,4138of 5817,3714of 5107,25 to 29 yrs Male
12952,ANKIT SHARMA,01:41:04,00:04:48,332of 5817,315of 5107,25 to 29 yrs Male
12954,SWEETY AGGARWAL,03:05:16,00:08:47,5082of 5817,566of 710,25 to 29 yrs Female
12957,ALOK GUPTA,03:27:26,00:09:50,5620of 5817,4956of 5107,35 to 39 yrs Male
12959,SAKIB MUKTASID,02:20:44,00:06:41,2617of 5817,2410of 5107,25 to 29 yrs Male
13003,KULDEEP DESWAL,02:03:10,00:05:51,1393of 5817,1307of 5107,30 to 34 yrs Male
13005,Anjul Gupta,03:38:54,00:10:23,5754of 5817,5065of 5107,35 to 39 yrs Male
13006,KULDEEP SINGH,03:25:55,00:09:46,5592of 5817,4937of 5107,35 to 39 yrs Male
13007,MAYANK GARG,02:42:23,00:07:42,4017of 5817,3606of 5107,35 to 39 yrs Male
13008,GAURAV AGGRAWAL,03:00:04,00:08:33,4911of 5817,4371of 5107,35 to 39 yrs Male
13009,VIKAS SAINI,02:04:03,00:05:53,1453of 5817,1361of 5107,40 to 44 yrs Male
13010,RAJAT SAPRA,03:15:54,00:09:18,5363of 5817,4746of 5107,40 to 44 yrs Male
13011,VIRENDER VERMA.,01:40:40,00:04:47,323of 5817,306of 5107,35 to 39 yrs Male
13012,DHARAMVIR SINGH,02:30:05,00:07:07,3261of 5817,2976of 5107,50 to 54 yrs Male
13013,SHIVANGI POPLI,02:38:41,00:07:32,3798of 5817,373of 710,50 to 54 yrs Female
13016,YOGENDRA YADAV,02:28:00,00:07:01,3108of 5817,2843of 5107,35 to 39 yrs Male
13019,KUNTAL BANERJEE,02:17:16,00:06:31,2352of 5817,2178of 5107,40 to 44 yrs Male
13020,NINAD DESHPANDE.,02:16:36,00:06:29,2294of 5817,2124of 5107,45 to 49 yrs Male
13022,LUCHINGLEN  CHUNGKHAM,01:50:28,00:05:15,668of 5817,635of 5107,25 to 29 yrs Male
13023,STEPHANE LAROCTE,02:18:36,00:06:35,2445of 5817,2258of 5107,35 to 39 yrs Male
13024,RAM NARESH SHAKYA,02:18:42,00:06:35,2452of 5817,2264of 5107,45 to 49 yrs Male
13025,VIKRAM SINGH,03:07:32,00:08:54,5152of 5817,4569of 5107,40 to 44 yrs Male
13027,B SHANKAR JAISWAL,02:19:42,00:06:38,2530of 5817,2337of 5107,45 to 49 yrs Male
13028,ADITYA YADAV,02:06:48,00:06:01,1633of 5817,1525of 5107,18 to 24 yrs Male
13029,Megha Aggarwal,03:43:03,00:10:35,5778of 5817,5082of 5107,40 to 44 yrs Male
13031,PANKAJ KUMAR,02:58:57,00:08:29,4860of 5817,4326of 5107,30 to 34 yrs Male
13032,LUV KUMAR BHARTI,03:22:20,00:09:36,5527of 5817,4883of 5107,25 to 29 yrs Male
13033,SUDHIR KUMAR TEVATIA,02:08:57,00:06:07,1757of 5817,1635of 5107,35 to 39 yrs Male
13034,RAJESH YADAV,02:22:51,00:06:47,2771of 5817,2537of 5107,35 to 39 yrs Male
13036,AMIT CHOUDHARY,02:21:22,00:06:43,2654of 5817,2441of 5107,35 to 39 yrs Male
13037,ABHINAV JAIN,02:02:56,00:05:50,1376of 5817,1291of 5107,18 to 24 yrs Male
13038,ANAND CHOUDHARY,03:07:01,00:08:52,5129of 5817,4551of 5107,35 to 39 yrs Male
13039,ATANV BHATTACHARYA,03:20:16,00:09:30,5474of 5817,4839of 5107,50 to 54 yrs Male
13041,NALIN SAURAV,02:36:20,00:07:25,3642of 5817,3297of 5107,35 to 39 yrs Male
13042,SURYA BHUSHAN,01:59:27,00:05:40,1162of 5817,1097of 5107,45 to 49 yrs Male
13043,ASHOK MEELU,02:17:19,00:06:31,2355of 5817,2181of 5107,55 to 59 yrs Male
13044,GAURAV KUMAR,01:33:30,00:04:26,166of 5817,157of 5107,18 to 24 yrs Male
13045,IVAN NOSAV,02:31:10,00:07:10,3325of 5817,3033of 5107,35 to 39 yrs Male
13046,MADHURI DATTATRAY KALE,01:46:28,00:05:03,509of 5817,483of 5107,18 to 24 yrs Male
13047,KULWANT SINGH,01:26:06,00:04:05,86of 5817,83of 5107,30 to 34 yrs Male
13048,L SANAJAOBA SINGH,01:19:14,00:03:46,29of 5817,29of 5107,25 to 29 yrs Male
13049,KAVITA PATEL,01:23:28,00:03:58,61of 5817,1of 710,25 to 29 yrs Female
13050,SANDEEP N,01:14:40,00:03:33,13of 5817,13of 5107,18 to 24 yrs Male
13051,KHEM CHAND SAINI,01:23:04,00:03:57,55of 5817,55of 5107,25 to 29 yrs Male
13052,SOMONG RAMAN,01:17:14,00:03:40,22of 5817,22of 5107,30 to 34 yrs Male
13055,SUNIL .,01:17:17,00:03:40,23of 5817,23of 5107,25 to 29 yrs Male
13056,MAHENDRA KUMAR MEENA,01:23:24,00:03:58,59of 5817,59of 5107,30 to 34 yrs Male
13057,AASHISH CONTRACTOR,02:12:05,00:06:16,1975of 5817,1836of 5107,50 to 54 yrs Male
13058,MOHIT KUMAR RAYSONI,02:12:40,00:06:18,2019of 5817,1873of 5107,25 to 29 yrs Male
13059,TETSUYA ZODA,01:47:38,00:05:07,555of 5817,527of 5107,25 to 29 yrs Male
13060,RAHAT KATOCH,02:08:23,00:06:06,1717of 5817,1597of 5107,18 to 24 yrs Male
13061,SHUBHAM PAL,01:26:57,00:04:08,93of 5817,89of 5107,25 to 29 yrs Male
13062,NEELAM JAIN,02:34:53,00:07:21,3551of 5817,3221of 5107,40 to 44 yrs Male
13063,PARMESHWAR .,02:09:29,00:06:09,1779of 5817,1657of 5107,30 to 34 yrs Male
13064,RAM NIVAS YADAV,02:14:46,00:06:24,2155of 5817,1996of 5107,40 to 44 yrs Male
13065,BHUMIRAI SINGH,02:13:34,00:06:20,2077of 5817,1927of 5107,30 to 34 yrs Male
13066,SULEKHA SL,03:22:49,00:09:37,5535of 5817,646of 710,45 to 49 yrs Female
13067,ANKIT .,01:52:45,00:05:21,791of 5817,753of 5107,18 to 24 yrs Male
13069,PARTEEK BRAR,01:58:34,00:05:38,1099of 5817,1038of 5107,30 to 34 yrs Male
13070,GAURAV PALIWAL,02:30:49,00:07:09,3309of 5817,3021of 5107,30 to 34 yrs Male
13072,SAVITA SERWAL.,02:31:51,00:07:12,3374of 5817,303of 710,45 to 49 yrs Female
13073,MD MOFIZUL SK,02:15:14,00:06:25,2190of 5817,2028of 5107,35 to 39 yrs Male
13074,RANJIT SINGH,02:13:26,00:06:20,2070of 5817,1921of 5107,30 to 34 yrs Male
13075,PRASHANT VAIDYA,02:05:11,00:05:57,1523of 5817,1424of 5107,50 to 54 yrs Male
13076,VISHNU SHANKAR SRIVASTAVA,02:20:01,00:06:39,2557of 5817,2359of 5107,35 to 39 yrs Male
13077,RAKESH .,03:08:25,00:08:56,5181of 5817,4591of 5107,18 to 24 yrs Male
13078,SANTOSH SAH,02:24:08,00:06:50,2860of 5817,2614of 5107,40 to 44 yrs Male
13079,B SARAVANAN BALA,02:14:22,00:06:23,2126of 5817,1971of 5107,35 to 39 yrs Male
13080,RAKESH MASIH,02:07:56,00:06:04,1697of 5817,1581of 5107,30 to 34 yrs Male
13081,KAM DEO SINGH,02:26:55,00:06:58,3050of 5817,2790of 5107,35 to 39 yrs Male
13082,TAJA RAM,01:52:40,00:05:21,787of 5817,750of 5107,30 to 34 yrs Male
13083,MUKESH KUMAR,02:10:44,00:06:12,1867of 5817,1739of 5107,35 to 39 yrs Male
13084,DIPAK PATIL,02:28:57,00:07:04,3177of 5817,2902of 5107,30 to 34 yrs Male
13085,GURMEET RAM,01:54:14,00:05:25,857of 5817,815of 5107,40 to 44 yrs Male
13086,RAVI SINGH,02:11:24,00:06:14,1920of 5817,1784of 5107,30 to 34 yrs Male
13087,RAJAN KUMAR DUBEY,01:51:03,00:05:16,698of 5817,665of 5107,25 to 29 yrs Male
13088,Manoranjan Kumar,02:16:04,00:06:27,2249of 5817,2083of 5107,45 to 49 yrs Male
13091,MANISH KUMAR,02:28:57,00:07:04,3176of 5817,2901of 5107,30 to 34 yrs Male
13092,MD AZIMUDDIN,02:30:45,00:07:09,3306of 5817,3018of 5107,30 to 34 yrs Male
13093,CHANDRAKANT TIWARI,02:14:12,00:06:22,2112of 5817,1959of 5107,30 to 34 yrs Male
13094,HITESH KUMAR,02:01:51,00:05:47,1312of 5817,1232of 5107,30 to 34 yrs Male
13095,PINKI KUMARI,01:55:54,00:05:30,953of 5817,48of 710,40 to 44 yrs Female
13096,NARSHING AVTAR,01:33:27,00:04:26,165of 5817,156of 5107,18 to 24 yrs Male
13097,SAMPAL .,02:37:07,00:07:27,3711of 5817,3355of 5107,25 to 29 yrs Male
13098,MANISH BAJAJ,03:12:41,00:09:08,5284of 5817,4673of 5107,40 to 44 yrs Male
13099,GHANSHYAM CHAUHAN,02:00:48,00:05:44,1263of 5817,1187of 5107,35 to 39 yrs Male
13100,COLONEL SAVYASACHI MARWAHA,02:28:42,00:07:03,3154of 5817,2881of 5107,45 to 49 yrs Male
14193,SANKALP JAIN,01:39:48,00:04:44,291of 5817,275of 5107,30 to 34 yrs Male
14296,RAHUL JAGGI,02:17:01,00:06:30,2329of 5817,2157of 5107,40 to 44 yrs Male
14676,VIJAY KUMAR,02:13:27,00:06:20,2072of 5817,1922of 5107,45 to 49 yrs Male
14679,PRATAP SINGH,02:26:53,00:06:58,3049of 5817,2789of 5107,55 to 59 yrs Male
14903,VIDUSHI GULIA MAAN,02:28:03,00:07:02,3114of 5817,266of 710,35 to 39 yrs Female
14904,MITHU GHOSH,02:03:57,00:05:53,1445of 5817,91of 710,35 to 39 yrs Female
14905,KULDEEP SINGH,01:57:40,00:05:35,1042of 5817,987of 5107,35 to 39 yrs Male
14907,JAIDEV SINGH,03:10:10,00:09:01,5218of 5817,4621of 5107,70 yrs & Above Male
14909,SHAVEEN KANT,02:10:08,00:06:11,1826of 5817,1701of 5107,35 to 39 yrs Male
14910,RAVI KANT,02:08:53,00:06:07,1750of 5817,1629of 5107,30 to 34 yrs Male
14911,MUKESH PANDEY,02:06:09,00:05:59,1580of 5817,1477of 5107,40 to 44 yrs Male
14912,SUMAN CHOUDHARY,02:23:23,00:06:48,2813of 5817,239of 710,45 to 49 yrs Female
14913,ARPIT GOUR,02:58:27,00:08:28,4841of 5817,4308of 5107,25 to 29 yrs Male
14914,PUNEET GHAI,02:21:55,00:06:44,2715of 5817,2492of 5107,45 to 49 yrs Male
14915,ASHISH JAIN,02:27:52,00:07:01,3098of 5817,2835of 5107,40 to 44 yrs Male
14916,VINOD THAKUR,01:58:13,00:05:37,1077of 5817,1017of 5107,35 to 39 yrs Male
14917,SACHIN GARG,02:04:27,00:05:54,1479of 5817,1385of 5107,35 to 39 yrs Male
14918,HIMANSHU YADAV,01:43:42,00:04:55,407of 5817,387of 5107,18 to 24 yrs Male
14919,PARVEEN KUMAR,01:48:24,00:05:09,575of 5817,547of 5107,35 to 39 yrs Male
14920,RAMAN SETHI,01:53:48,00:05:24,837of 5817,795of 5107,45 to 49 yrs Male
14921,MANOJ KUMAR,01:41:55,00:04:50,354of 5817,335of 5107,40 to 44 yrs Male
14922,Rohit  Dang,02:46:57,00:07:55,4270of 5817,3826of 5107,40 to 44 yrs Male
14924,JAY WARDHAN,02:35:02,00:07:21,3564of 5817,3232of 5107,35 to 39 yrs Male
