BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category 
15577,RAJKISHOR RAJAK,02:02:58,00:05:50,1542of 10979,1415of 8909,35 to 39 yrs Male
15578,MUKESH BANSAL,03:00:47,00:08:35,9421of 10979,7857of 8909,40 to 44 yrs Male
15580,SANTOSH DATYE,03:15:26,00:09:16,10282of 10979,8461of 8909,55 to 59 yrs Male
15582,RAJESH NAIR,02:25:42,00:06:55,4512of 10979,4027of 8909,45 to 49 yrs Male
15583,VAIBHAV CHAUDHARI,02:13:39,00:06:21,2736of 10979,2486of 8909,35 to 39 yrs Male
15585,TOSHAL SHENAI,02:21:58,00:06:44,3958of 10979,3548of 8909,35 to 39 yrs Male
15586,PURAV JHALA,02:49:51,00:08:04,8102of 10979,6894of 8909,45 to 49 yrs Male
15587,JISHNU BATABYAL,01:42:31,00:04:52,254of 10979,236of 8909,35 to 39 yrs Male
15588,ILA PANCHAKSHARI,02:57:56,00:08:27,9091of 10979,1460of 2070,40 to 44 yrs Female
15589,DEVDATTA JAIN,02:41:04,00:07:39,6823of 10979,5917of 8909,40 to 44 yrs Male
15590,KAVITA LAHANE,02:34:34,00:07:20,5914of 10979,721of 2070,40 to 44 yrs Female
15593,SAMEER GANDHI,02:24:07,00:06:50,4270of 10979,3818of 8909,50 to 54 yrs Male
15594,PRIYA RAUT,02:52:28,00:08:11,8426of 10979,1291of 2070,35 to 39 yrs Female
15595,SAMEER JOSHI,02:07:06,00:06:02,1966of 10979,1810of 8909,45 to 49 yrs Male
15596,IMSHU BANSAL,02:30:01,00:07:07,5212of 10979,4615of 8909,40 to 44 yrs Male
15597,DINESH CHHEDA,02:44:11,00:07:47,7314of 10979,6310of 8909,45 to 49 yrs Male
15598,PARAS DOSHI,03:00:43,00:08:34,9416of 10979,7853of 8909,40 to 44 yrs Male
15599,GAURAV BOTADRA,02:31:52,00:07:12,5511of 10979,4863of 8909,40 to 44 yrs Male
15600,SUNITA CHHETRI,01:50:20,00:05:14,542of 10979,36of 2070,40 to 44 yrs Female
15601,ROHIT DESHMUKH,02:59:19,00:08:30,9273of 10979,7755of 8909,40 to 44 yrs Male
15602,RANJIT TAMBE,02:42:46,00:07:43,7084of 10979,6134of 8909,40 to 44 yrs Male
15603,GURBUX SINGH VIRDI,02:30:56,00:07:10,5347of 10979,4726of 8909,30 to 34 yrs Male
15604,BHUVANESH BABU,02:09:29,00:06:09,2235of 10979,2049of 8909,45 to 49 yrs Male
15605,TEJAS SHETYE,01:57:05,00:05:33,993of 10979,914of 8909,30 to 34 yrs Male
15606,NIMESH PATEL,02:02:53,00:05:50,1535of 10979,1409of 8909,40 to 44 yrs Male
15607,ANKIT KOTHARI,02:54:02,00:08:15,8637of 10979,7304of 8909,35 to 39 yrs Male
15610,AMAL VARTAK,03:18:12,00:09:24,10397of 10979,8542of 8909,40 to 44 yrs Male
15611,SANDEEP KOLATKAR,03:16:08,00:09:18,10318of 10979,8490of 8909,55 to 59 yrs Male
15613,VAIBHAV VELHANKAR,03:11:28,00:09:05,10083of 10979,8320of 8909,40 to 44 yrs Male
15615,MUKESH JAIN,01:48:42,00:05:10,468of 10979,439of 8909,50 to 54 yrs Male
15616,KAMLESH JOSHI,02:32:41,00:07:15,5648of 10979,4974of 8909,45 to 49 yrs Male
15617,KEVIN MATHIAS,02:18:09,00:06:33,3406of 10979,3071of 8909,50 to 54 yrs Male
15618,GAURAV ALWE,03:25:16,00:09:44,10628of 10979,8689of 8909,35 to 39 yrs Male
15619,ADAYAPALAM VISWANTHAN,02:49:35,00:08:03,8061of 10979,6866of 8909,65 to 69 yrs Male
15621,GYANESH KANODIA,01:59:13,00:05:40,1158of 10979,1071of 8909,50 to 54 yrs Male
15622,BHAVESH SHAH,02:58:13,00:08:27,9136of 10979,7663of 8909,55 to 59 yrs Male
15625,ASHOKKUMAR KAPADIA,02:42:16,00:07:42,7001of 10979,6062of 8909,65 to 69 yrs Male
15626,BIJAL CHANDARIA,02:57:54,00:08:26,9087of 10979,1459of 2070,40 to 44 yrs Female
15627,VIGNESH PRASAD,02:00:01,00:05:42,1253of 10979,1159of 8909,25 to 29 yrs Male
15628,NORBERT ANTONY,02:08:30,00:06:06,2125of 10979,1951of 8909,45 to 49 yrs Male
15630,MUKTA BHOSALE,02:32:42,00:07:15,5650of 10979,675of 2070,45 to 49 yrs Female
15631,MAHESH DAMLE,03:32:14,00:10:04,10788of 10979,8796of 8909,60 to 64 yrs Male
15632,PRAVINKUMAR LAD,02:17:07,00:06:30,3252of 10979,2927of 8909,55 to 59 yrs Male
15633,KARTHIK PORWAL,02:19:31,00:06:37,3593of 10979,3234of 8909,25 to 29 yrs Male
15634,JATIN MAHARAO,02:02:20,00:05:48,1481of 10979,1362of 8909,35 to 39 yrs Male
15635,DR VANDANA PATIL,03:06:35,00:08:51,9819of 10979,1688of 2070,50 to 54 yrs Female
15636,JAYANT BANDKAR,02:34:06,00:07:19,5850of 10979,5141of 8909,45 to 49 yrs Male
15637,SUSHANTA SARKAR,02:08:01,00:06:05,2061of 10979,1898of 8909,55 to 59 yrs Male
15640,LEENA KUTUMBALE,02:16:54,00:06:30,3212of 10979,315of 2070,40 to 44 yrs Female
15641,PANAMPULLI MANOJ,02:36:33,00:07:26,6195of 10979,5419of 8909,55 to 59 yrs Male
15642,ABHAY KUMAR,02:03:54,00:05:53,1637of 10979,1502of 8909,45 to 49 yrs Male
15643,VERSHA DHANKAR,02:09:34,00:06:09,2250of 10979,191of 2070,40 to 44 yrs Female
15644,MONIKA SINGH,02:16:48,00:06:30,3201of 10979,311of 2070,45 to 49 yrs Female
15645,SANJAY DAGA,02:25:07,00:06:53,4405of 10979,3934of 8909,55 to 59 yrs Male
15647,RISHUBH BHANDARI,01:51:15,00:05:17,596of 10979,558of 8909,40 to 44 yrs Male
15648,MILIND KARANGUTKAR,02:25:26,00:06:54,4460of 10979,3981of 8909,50 to 54 yrs Male
15649,PRATEEK ROONGTA,02:21:25,00:06:43,3880of 10979,3483of 8909,45 to 49 yrs Male
15650,SRILAKSHMI NUNNA,03:00:17,00:08:33,9377of 10979,1556of 2070,45 to 49 yrs Female
15651,DIVYA MORPARIA,03:26:51,00:09:49,10678of 10979,1959of 2070,35 to 39 yrs Female
15652,DURGA KOTA,02:26:40,00:06:58,4642of 10979,4142of 8909,65 to 69 yrs Male
15653,NAMRATA NANGIA,02:24:11,00:06:51,4280of 10979,455of 2070,35 to 39 yrs Female
15654,VEDANT AGARWAL,02:14:56,00:06:24,2929of 10979,2659of 8909,35 to 39 yrs Male
15655,ASHISH DENNY,01:37:02,00:04:36,164of 10979,154of 8909,35 to 39 yrs Male
15656,GAJANAN DAWARE,02:02:58,00:05:50,1544of 10979,1417of 8909,50 to 54 yrs Male
15657,BHAVIN SHAH,02:45:21,00:07:51,7482of 10979,6441of 8909,40 to 44 yrs Male
15658,NARENDRA POONIA,02:36:46,00:07:26,6229of 10979,5448of 8909,50 to 54 yrs Male
15659,KAPIL JOSHI,02:20:30,00:06:40,3734of 10979,3362of 8909,40 to 44 yrs Male
15660,SATISH DANTALA,02:29:01,00:07:04,5053of 10979,4480of 8909,30 to 34 yrs Male
15661,ZAREEN SIDDIQUE,02:03:19,00:05:51,1575of 10979,128of 2070,45 to 49 yrs Female
15662,DIMPLE MOMAYA,03:13:42,00:09:11,10190of 10979,1796of 2070,40 to 44 yrs Female
15663,ROHIT VERMA,02:14:25,00:06:23,2861of 10979,2600of 8909,35 to 39 yrs Male
15664,MURALI RAMALINGAM,02:22:17,00:06:45,4008of 10979,3595of 8909,40 to 44 yrs Male
15665,GAUTHAM C B,02:00:36,00:05:43,1310of 10979,1208of 8909,40 to 44 yrs Male
15667,NEHA PARIKH,02:23:51,00:06:50,4220of 10979,447of 2070,35 to 39 yrs Female
15669,SHRENIK SHAH,02:28:41,00:07:03,4993of 10979,4431of 8909,40 to 44 yrs Male
15670,PINKY JHA,02:18:29,00:06:34,3451of 10979,338of 2070,40 to 44 yrs Female
15673,PRAVIN YADAV,02:35:40,00:07:23,6062of 10979,5311of 8909,30 to 34 yrs Male
15676,RAJIV BHATIA,02:18:29,00:06:34,3452of 10979,3114of 8909,50 to 54 yrs Male
15677,PRANOTI PATIL,02:59:40,00:08:31,9309of 10979,1530of 2070,40 to 44 yrs Female
15678,BHAVIN DESAI,02:34:51,00:07:21,5949of 10979,5223of 8909,40 to 44 yrs Male
15679,SUNNY VERMA,02:16:00,00:06:27,3099of 10979,2805of 8909,35 to 39 yrs Male
15680,CHETAN SARVAIYA,02:38:10,00:07:30,6415of 10979,5602of 8909,40 to 44 yrs Male
15681,RAHUL JHA,01:58:25,00:05:37,1097of 10979,1013of 8909,25 to 29 yrs Male
15682,SHALINI AURORA,02:39:29,00:07:34,6605of 10979,855of 2070,45 to 49 yrs Female
15684,PRAJIT NAIR,01:44:29,00:04:58,322of 10979,301of 8909,30 to 34 yrs Male
15686,PRINCE JOHN,02:24:01,00:06:50,4248of 10979,3801of 8909,50 to 54 yrs Male
15687,JOHN KUNUMPURATH,02:31:37,00:07:12,5461of 10979,4822of 8909,45 to 49 yrs Male
15688,KAMLESH KAPADIA,02:28:54,00:07:04,5036of 10979,4467of 8909,60 to 64 yrs Male
15689,ROSHNI SHROFF,02:34:00,00:07:18,5834of 10979,707of 2070,40 to 44 yrs Female
15690,KAPIL IDNANI,01:59:26,00:05:40,1180of 10979,1092of 8909,45 to 49 yrs Male
15691,SHAINA THOLATH,02:12:16,00:06:17,2582of 10979,236of 2070,45 to 49 yrs Female
15692,SIDDHARTH JAIN,02:54:25,00:08:16,8683of 10979,7339of 8909,25 to 29 yrs Male
15693,AVINASH SHAH,02:15:35,00:06:26,3034of 10979,2750of 8909,40 to 44 yrs Male
15694,BHUPENDRA KUMAR HARDEL,01:33:56,00:04:28,124of 10979,114of 8909,60 to 64 yrs Male
15695,NEHA BANDIWADEKAR,02:39:55,00:07:35,6676of 10979,868of 2070,30 to 34 yrs Female
15696,NITIN SHARMA,02:07:37,00:06:03,2025of 10979,1863of 8909,30 to 34 yrs Male
15698,ISHAN JOGLEKAR,02:09:56,00:06:10,2295of 10979,2098of 8909,18 to 24 yrs Male
15699,CHARMI MODI,02:14:47,00:06:24,2905of 10979,268of 2070,35 to 39 yrs Female
15700,ASHWIN GUPTA,02:46:25,00:07:54,7629of 10979,6543of 8909,45 to 49 yrs Male
15702,B RAM BENIWAL,01:56:48,00:05:33,961of 10979,883of 8909,60 to 64 yrs Male
15703,DIPAN MEHTA,02:28:10,00:07:02,4904of 10979,4356of 8909,55 to 59 yrs Male
15704,RAMESH CHELLANI,02:38:13,00:07:30,6423of 10979,5607of 8909,50 to 54 yrs Male
15705,NILESH IDNANI,02:18:42,00:06:35,3484of 10979,3140of 8909,45 to 49 yrs Male
15706,KUNAL MHATRE,03:04:03,00:08:44,9660of 10979,8018of 8909,25 to 29 yrs Male
15707,NARENDRA BHARANI,02:18:06,00:06:33,3394of 10979,3059of 8909,45 to 49 yrs Male
15708,SAGAR SHRIRAO,03:19:15,00:09:27,10449of 10979,8576of 8909,40 to 44 yrs Male
15709,ANITA WAGH,02:47:14,00:07:56,7739of 10979,1110of 2070,40 to 44 yrs Female
15710,RACHNA AGARWAL,03:09:44,00:09:00,9997of 10979,1734of 2070,50 to 54 yrs Female
15712,LEENA CHAUDHARI,02:43:06,00:07:44,7141of 10979,962of 2070,40 to 44 yrs Female
15713,CHAITANYA SHARMA,02:54:24,00:08:16,8682of 10979,7338of 8909,45 to 49 yrs Male
15714,RUPESH MARDHEKAR,02:17:19,00:06:31,3281of 10979,2954of 8909,30 to 34 yrs Male
15717,ANKUR AGARWAL,02:11:07,00:06:13,2434of 10979,2224of 8909,30 to 34 yrs Male
15718,PRASHANT PATIL,02:12:54,00:06:18,2651of 10979,2408of 8909,40 to 44 yrs Male
15719,VIVEK KATE,01:47:25,00:05:06,423of 10979,398of 8909,35 to 39 yrs Male
15720,SACHIN PAWAR,02:47:18,00:07:56,7746of 10979,6635of 8909,45 to 49 yrs Male
15721,HIMANSHU SAREEN,01:24:58,00:04:02,44of 10979,41of 8909,35 to 39 yrs Male
15723,ANSHUL BHANDARI,02:52:28,00:08:11,8427of 10979,7136of 8909,40 to 44 yrs Male
15724,CHIDAMBAR PUJAR,02:40:29,00:07:37,6739of 10979,5855of 8909,55 to 59 yrs Male
15725,ADITYA NIGUDKAR,02:22:08,00:06:45,3980of 10979,3568of 8909,35 to 39 yrs Male
15726,LALITESH MANDREKAR,02:23:59,00:06:50,4244of 10979,3797of 8909,45 to 49 yrs Male
15728,APOORBA KUMAR,02:37:47,00:07:29,6364of 10979,5559of 8909,40 to 44 yrs Male
15729,VARDA KEDIA,02:04:41,00:05:55,1718of 10979,141of 2070,35 to 39 yrs Female
15730,SHEETAL NAGLE,02:57:07,00:08:24,8996of 10979,1438of 2070,45 to 49 yrs Female
15732,MANISH BHATIA,02:09:05,00:06:08,2194of 10979,2012of 8909,45 to 49 yrs Male
15733,SHEETAL MALVIYA,02:35:25,00:07:22,6027of 10979,747of 2070,45 to 49 yrs Female
15735,SHRADHA MISHRA,03:02:34,00:08:40,9572of 10979,1614of 2070,30 to 34 yrs Female
15736,MIRZAISMAIL BAIG,02:19:23,00:06:37,3578of 10979,3219of 8909,45 to 49 yrs Male
15737,SUNIL CHANDIRAMANI,02:28:18,00:07:02,4924of 10979,4373of 8909,45 to 49 yrs Male
15738,BIJAY SHANKAR PRASAD SRIVASTAVA,02:15:11,00:06:25,2972of 10979,2699of 8909,55 to 59 yrs Male
15739,DR SHRADDHA DESHMUKH,02:20:49,00:06:41,3786of 10979,385of 2070,30 to 34 yrs Female
15740,JAI DAGA,01:54:07,00:05:25,765of 10979,708of 8909,45 to 49 yrs Male
15742,AMAN B,02:35:43,00:07:23,6068of 10979,5316of 8909,25 to 29 yrs Male
15743,ABHIJIT NAKHWA,02:38:56,00:07:32,6529of 10979,5697of 8909,45 to 49 yrs Male
15744,VAISHAL SHAH,02:27:40,00:07:00,4817of 10979,4283of 8909,40 to 44 yrs Male
15745,ANURAG KULKARNI,01:55:02,00:05:28,834of 10979,768of 8909,40 to 44 yrs Male
15746,DEEPAK PATEL,01:59:27,00:05:40,1184of 10979,1096of 8909,45 to 49 yrs Male
15747,VISHAL SHIRODKAR,02:27:27,00:07:00,4780of 10979,4250of 8909,45 to 49 yrs Male
15749,CHANDRESH DEDHIA,02:29:24,00:07:05,5112of 10979,4534of 8909,40 to 44 yrs Male
15750,ARPIT MAIRA,02:08:26,00:06:06,2114of 10979,1941of 8909,40 to 44 yrs Male
15751,RAJ POPATLAL,02:23:51,00:06:50,4223of 10979,3776of 8909,50 to 54 yrs Male
15752,NAVDEEP BUDHIRAJA,02:14:59,00:06:24,2935of 10979,2665of 8909,35 to 39 yrs Male
15753,VILAS GHODKE,03:30:14,00:09:58,10751of 10979,8776of 8909,30 to 34 yrs Male
15754,ROHINI KELUSKAR,02:43:30,00:07:45,7207of 10979,975of 2070,30 to 34 yrs Female
15755,MAHESH RAMACHANDRAN,02:09:14,00:06:08,2215of 10979,2032of 8909,60 to 64 yrs Male
15757,SAMEER DESHMUKH,02:14:59,00:06:24,2938of 10979,2668of 8909,55 to 59 yrs Male
15759,RAVIKUMAR DAMODARAN,01:52:09,00:05:19,641of 10979,599of 8909,55 to 59 yrs Male
15760,AASHISH GHOSALKAR,02:32:22,00:07:14,5591of 10979,4925of 8909,45 to 49 yrs Male
15761,ABHISHEK BANERJEE,02:02:20,00:05:48,1480of 10979,1361of 8909,35 to 39 yrs Male
15762,KALPESH PATIL,02:23:56,00:06:50,4237of 10979,3790of 8909,30 to 34 yrs Male
15763,DHAIVAT OZA,02:55:15,00:08:19,8793of 10979,7417of 8909,50 to 54 yrs Male
15764,RANDHIR KALE,02:09:09,00:06:08,2207of 10979,2025of 8909,50 to 54 yrs Male
15766,ANU JOSEPH,02:10:36,00:06:12,2380of 10979,206of 2070,40 to 44 yrs Female
15767,RAJEEV JAIN,02:02:58,00:05:50,1546of 10979,1419of 8909,45 to 49 yrs Male
15768,KHUSHBOO GHOSAL,02:08:58,00:06:07,2172of 10979,177of 2070,35 to 39 yrs Female
15769,SHWETA MAVINKURVE,02:30:42,00:07:09,5302of 10979,614of 2070,30 to 34 yrs Female
15770,RENUKA DAVEY,02:03:51,00:05:53,1626of 10979,134of 2070,50 to 54 yrs Female
15771,SUMIT PATHARE,02:57:19,00:08:25,9020of 10979,7575of 8909,45 to 49 yrs Male
15773,RAJIV GHAG,02:39:21,00:07:34,6586of 10979,5736of 8909,35 to 39 yrs Male
15774,DILIP GOYAL,02:19:29,00:06:37,3588of 10979,3229of 8909,40 to 44 yrs Male
15776,MAHAN SANGHVI,02:41:57,00:07:41,6948of 10979,6018of 8909,30 to 34 yrs Male
15778,EKNATH ABHANG,02:53:06,00:08:13,8519of 10979,7213of 8909,55 to 59 yrs Male
15779,RAJESH P AHIR,02:05:19,00:05:57,1777of 10979,1633of 8909,35 to 39 yrs Male
15780,RAVI BHANDARI,02:17:53,00:06:33,3364of 10979,3030of 8909,40 to 44 yrs Male
15781,AMIT PACHERIWAL,02:28:54,00:07:04,5035of 10979,4466of 8909,45 to 49 yrs Male
15782,SANJAY SAVLA,02:00:04,00:05:42,1258of 10979,1164of 8909,40 to 44 yrs Male
15783,SANJAY PAWAR,02:38:35,00:07:32,6478of 10979,5656of 8909,55 to 59 yrs Male
15784,VIJAYSINH GAMBHIRE,02:04:35,00:05:55,1704of 10979,1564of 8909,50 to 54 yrs Male
15785,DAXIT JAIN,02:20:03,00:06:39,3676of 10979,3307of 8909,25 to 29 yrs Male
15788,GOPINATH GANESAN,02:51:08,00:08:07,8268of 10979,7015of 8909,50 to 54 yrs Male
15789,VIJURAJ ERANAZHATH,01:59:22,00:05:40,1172of 10979,1084of 8909,35 to 39 yrs Male
15790,MANJULA MANOJ,03:10:10,00:09:01,10025of 10979,1741of 2070,45 to 49 yrs Female
15791,KUSHAL PADWAL,02:12:19,00:06:17,2589of 10979,2353of 8909,35 to 39 yrs Male
15792,SHREYA SHETTY,02:58:34,00:08:28,9173of 10979,1486of 2070,25 to 29 yrs Female
15793,TUSHAR GHAGAWE,02:43:03,00:07:44,7132of 10979,6171of 8909,40 to 44 yrs Male
15794,BISWARUP MITRA,02:01:21,00:05:46,1380of 10979,1268of 8909,35 to 39 yrs Male
15795,CLAUDIAN FERNANDES,02:37:41,00:07:29,6344of 10979,5542of 8909,45 to 49 yrs Male
15796,MILONI SANGHVI,02:55:35,00:08:20,8834of 10979,1391of 2070,30 to 34 yrs Female
15797,AVINASH KABRA,02:39:14,00:07:33,6571of 10979,5725of 8909,50 to 54 yrs Male
15798,VINEET SAXENA,02:23:03,00:06:47,4105of 10979,3675of 8909,50 to 54 yrs Male
15799,ANUPAMA CHATURVEDI,02:43:16,00:07:45,7173of 10979,965of 2070,45 to 49 yrs Female
15801,SHIVPRASAD KABIR,02:42:23,00:07:42,7016of 10979,6075of 8909,35 to 39 yrs Male
15803,RADHA SUNDARESAN,02:36:41,00:07:26,6216of 10979,780of 2070,50 to 54 yrs Female
15804,SANTOSH KUMAR,02:09:04,00:06:08,2192of 10979,2010of 8909,40 to 44 yrs Male
15805,HARI RAMA CHANDRAN,02:23:54,00:06:50,4226of 10979,3779of 8909,35 to 39 yrs Male
15806,MUGDHA MOHOL,03:01:26,00:08:36,9480of 10979,1583of 2070,50 to 54 yrs Female
15808,MANISH LALCHANDANI,02:03:24,00:05:51,1580of 10979,1451of 8909,35 to 39 yrs Male
15810,THOMAS DABREO,01:59:04,00:05:39,1150of 10979,1063of 8909,50 to 54 yrs Male
15811,BALAKRISHNAN PERIYASWAMY,02:14:24,00:06:23,2858of 10979,2597of 8909,40 to 44 yrs Male
15812,GAURI KULKARNI,02:15:46,00:06:27,3052of 10979,288of 2070,35 to 39 yrs Female
15813,USHARANI MANSINGHKA,02:51:50,00:08:09,8359of 10979,1274of 2070,65 to 69 yrs Female
15814,SHARDUL KARLEKAR,02:30:09,00:07:08,5229of 10979,4629of 8909,35 to 39 yrs Male
15815,CHHAYA SHAH,02:40:41,00:07:37,6775of 10979,898of 2070,55 to 59 yrs Female
15816,VAISHALI GARAG,01:44:26,00:04:57,318of 10979,21of 2070,40 to 44 yrs Female
15817,NITIKA GUPTA,02:24:10,00:06:50,4276of 10979,454of 2070,40 to 44 yrs Female
15818,SUNITA PATIL,03:28:07,00:09:52,10709of 10979,1966of 2070,55 to 59 yrs Female
15819,DHANBIR KHATTRI,02:19:37,00:06:38,3610of 10979,3251of 8909,60 to 64 yrs Male
15820,DEEPAK KANVINDE,02:28:00,00:07:01,4877of 10979,4333of 8909,60 to 64 yrs Male
15821,VIJAY NAIR,02:32:34,00:07:14,5637of 10979,4965of 8909,55 to 59 yrs Male
15822,JAGDISH SHETTY,02:51:38,00:08:09,8335of 10979,7070of 8909,50 to 54 yrs Male
15823,SWARA AHLUWALIA,01:38:21,00:04:40,179of 10979,12of 2070,35 to 39 yrs Female
15824,DINESH DAS,03:41:10,00:10:29,10875of 10979,8852of 8909,45 to 49 yrs Male
15826,ABHISHEK KHANDELWAL,02:05:47,00:05:58,1826of 10979,1677of 8909,45 to 49 yrs Male
15827,KAJAL MULCHANDANI,02:17:01,00:06:30,3234of 10979,320of 2070,55 to 59 yrs Female
15828,HARSH SHAH,02:22:44,00:06:46,4062of 10979,3638of 8909,35 to 39 yrs Male
15829,PRATIK MEHTA,02:33:49,00:07:18,5813of 10979,5111of 8909,40 to 44 yrs Male
15832,PRASAD MENON,01:44:20,00:04:57,313of 10979,293of 8909,45 to 49 yrs Male
15833,VASUDEVAN NAIR,02:35:33,00:07:23,6049of 10979,5298of 8909,55 to 59 yrs Male
15834,SANJAY SALIAN,01:54:35,00:05:26,802of 10979,742of 8909,35 to 39 yrs Male
15835,NILADRI ROY,02:32:01,00:07:13,5537of 10979,4880of 8909,50 to 54 yrs Male
15836,RAJEEV SHARMA,02:19:10,00:06:36,3544of 10979,3190of 8909,50 to 54 yrs Male
15837,RHUTA WEKHANDE,02:49:21,00:08:02,8020of 10979,1185of 2070,45 to 49 yrs Female
15838,AAKASH MATE,02:28:29,00:07:03,4957of 10979,4401of 8909,30 to 34 yrs Male
15839,SUMAN KUMAR,02:50:09,00:08:04,8143of 10979,1222of 2070,40 to 44 yrs Female
15841,ABHISHEK KARAVADE,02:32:51,00:07:15,5678of 10979,4998of 8909,30 to 34 yrs Male
15842,RAM NARASIMHAN,02:11:29,00:06:14,2473of 10979,2257of 8909,45 to 49 yrs Male
15843,SAURABH SAHNI,03:00:18,00:08:33,9380of 10979,7823of 8909,35 to 39 yrs Male
15845,AVINASH AGRAWAL,02:10:20,00:06:11,2349of 10979,2144of 8909,35 to 39 yrs Male
15846,POORAB JARIWALA,02:17:31,00:06:32,3308of 10979,2980of 8909,45 to 49 yrs Male
15847,SANJOY HALDER,02:51:51,00:08:09,8366of 10979,7089of 8909,40 to 44 yrs Male
15848,RANJIT NAMBIAR,02:25:07,00:06:53,4409of 10979,3938of 8909,50 to 54 yrs Male
15849,RAKESH JAIN,02:28:41,00:07:03,4994of 10979,4432of 8909,50 to 54 yrs Male
15850,SMITA PATIL,02:08:08,00:06:05,2078of 10979,168of 2070,60 to 64 yrs Female
15851,ASHISH MAHALE,02:39:43,00:07:35,6641of 10979,5778of 8909,35 to 39 yrs Male
15852,KETKI SHAH,03:12:48,00:09:09,10142of 10979,1779of 2070,65 to 69 yrs Female
15853,ANJANA JAGGI,02:28:16,00:07:02,4917of 10979,550of 2070,50 to 54 yrs Female
15855,MITESH SHAH,03:14:54,00:09:15,10247of 10979,8437of 8909,45 to 49 yrs Male
15856,SOMNATH RAUT,02:28:24,00:07:03,4941of 10979,4386of 8909,45 to 49 yrs Male
15857,PRASHANT WAGH,02:40:32,00:07:37,6749of 10979,5861of 8909,45 to 49 yrs Male
15858,VISHVAS GAWATE,02:07:33,00:06:03,2015of 10979,1853of 8909,40 to 44 yrs Male
15859,PRANALI PATIL,02:29:00,00:07:04,5050of 10979,572of 2070,45 to 49 yrs Female
15860,TANVI CHANDAWARKAR,02:21:25,00:06:43,3879of 10979,397of 2070,25 to 29 yrs Female
15861,MILIND SONI,02:27:52,00:07:01,4852of 10979,4313of 8909,50 to 54 yrs Male
15862,NISHITH PATIL,02:25:32,00:06:54,4477of 10979,3998of 8909,35 to 39 yrs Male
15863,POOJA JAIN,02:37:53,00:07:29,6377of 10979,811of 2070,40 to 44 yrs Female
15864,SOUVIK MUKHERJEE,01:44:25,00:04:57,317of 10979,297of 8909,40 to 44 yrs Male
15865,DUSHYANT SEWAK,03:00:52,00:08:35,9431of 10979,7865of 8909,35 to 39 yrs Male
15867,JITENDRA KERKAR,02:34:13,00:07:19,5870of 10979,5156of 8909,50 to 54 yrs Male
15868,HEMRAJ RAJORA,02:57:28,00:08:25,9041of 10979,7589of 8909,40 to 44 yrs Male
15869,MADHURI RAUT,02:57:24,00:08:25,9037of 10979,1451of 2070,45 to 49 yrs Female
15870,NIHAR MODY,02:16:00,00:06:27,3097of 10979,2803of 8909,55 to 59 yrs Male
15871,NILESH JAGTAP,03:01:12,00:08:36,9461of 10979,7887of 8909,45 to 49 yrs Male
15872,LATTIKA ARVIND,01:49:24,00:05:12,499of 10979,31of 2070,35 to 39 yrs Female
15873,OMKAR CHAPHEKAR,01:36:21,00:04:34,151of 10979,141of 8909,40 to 44 yrs Male
15874,PRAVINA PAWAR,02:21:32,00:06:43,3896of 10979,399of 2070,50 to 54 yrs Female
15875,VIMALKISHORE DARAK,02:05:41,00:05:58,1815of 10979,1669of 8909,45 to 49 yrs Male
15876,VIKAS AGGARWAL,02:03:24,00:05:51,1581of 10979,1452of 8909,35 to 39 yrs Male
15877,TEJAS VAISHNAV,02:33:07,00:07:16,5711of 10979,5023of 8909,35 to 39 yrs Male
15878,RISHI VASUDEV,01:45:14,00:05:00,348of 10979,326of 8909,45 to 49 yrs Male
15879,SHAKTI PADA DEY,02:11:34,00:06:15,2487of 10979,2268of 8909,60 to 64 yrs Male
15880,SANDEEP SAMPAT,01:57:24,00:05:34,1014of 10979,933of 8909,60 to 64 yrs Male
15881,SUMIT GUPTA,02:08:04,00:06:05,2070of 10979,1903of 8909,35 to 39 yrs Male
15882,JIMMY DARUWALLA,02:43:21,00:07:45,7187of 10979,6220of 8909,40 to 44 yrs Male
15883,PREETI MANEESH,03:18:16,00:09:24,10401of 10979,1857of 2070,35 to 39 yrs Female
15884,RAHUL TIKIYA,02:44:40,00:07:49,7378of 10979,6361of 8909,30 to 34 yrs Male
15885,UMANG SHAH,02:35:13,00:07:22,6001of 10979,5264of 8909,35 to 39 yrs Male
15886,DHARMENDRA SEJPAL,03:12:47,00:09:09,10141of 10979,8363of 8909,55 to 59 yrs Male
15887,SEEMA PANDEY,02:27:07,00:06:59,4721of 10979,516of 2070,50 to 54 yrs Female
15889,AMIT MITTAL,02:27:35,00:07:00,4805of 10979,4273of 8909,55 to 59 yrs Male
15891,DAKSHESH TANNA,02:38:29,00:07:31,6460of 10979,5641of 8909,40 to 44 yrs Male
15892,BHAVANA NANDAN,02:30:16,00:07:08,5246of 10979,604of 2070,30 to 34 yrs Female
15893,MONICA JAIN,02:23:34,00:06:49,4180of 10979,442of 2070,45 to 49 yrs Female
15894,ASHWIN TOSHNIWAL,02:05:53,00:05:58,1838of 10979,1689of 8909,30 to 34 yrs Male
15895,MUKESH SHAH,02:41:18,00:07:39,6855of 10979,5945of 8909,60 to 64 yrs Male
15896,SANDEEP BHAGWAT,02:39:04,00:07:33,6547of 10979,5709of 8909,30 to 34 yrs Male
15897,SAURAV MAHAJAN,01:51:44,00:05:18,616of 10979,577of 8909,40 to 44 yrs Male
