BIB,Name,Finished Time,Chip Pace (min/km),Rank Overall,Category Rank,Category 
18640,SAMEER HANDE,01:59:40,00:05:41,1210of 10979,1120of 8909,35 to 39 yrs Male
18641,NAVIN SAHADEO,02:29:20,00:07:05,5095of 10979,4519of 8909,40 to 44 yrs Male
18642,GAURAV DOSHI,01:55:42,00:05:30,885of 10979,812of 8909,45 to 49 yrs Male
18643,SANDEEPKUMAR SHETTY,02:46:19,00:07:53,7616of 10979,6536of 8909,50 to 54 yrs Male
18644,KAVIN SHETH,02:07:13,00:06:02,1981of 10979,1822of 8909,50 to 54 yrs Male
18645,SANJEEV SINGHAL,02:17:58,00:06:33,3375of 10979,3041of 8909,55 to 59 yrs Male
18646,NELSON VETHAMONICKAM,02:21:14,00:06:42,3845of 10979,3451of 8909,50 to 54 yrs Male
18647,MOHNISH BHANGAY,02:41:35,00:07:40,6894of 10979,5975of 8909,35 to 39 yrs Male
18648,NISHA MINZ,02:34:03,00:07:19,5842of 10979,709of 2070,45 to 49 yrs Female
18650,RANJAN SARWADE,02:18:53,00:06:35,3507of 10979,3159of 8909,25 to 29 yrs Male
18652,GOPAL ARJUN,03:13:04,00:09:10,10159of 10979,8374of 8909,60 to 64 yrs Male
18653,RAJEEV KHUSHU,01:51:38,00:05:18,610of 10979,571of 8909,50 to 54 yrs Male
18654,MONIK KAPADIA,03:15:11,00:09:16,10266of 10979,8449of 8909,45 to 49 yrs Male
18655,NILESH SAHASRABUDHE,01:32:44,00:04:24,108of 10979,98of 8909,30 to 34 yrs Male
18656,PANKAJ SINGH,01:58:52,00:05:39,1142of 10979,1055of 8909,40 to 44 yrs Male
18657,NIKHIL JOSHI,03:13:17,00:09:10,10170of 10979,8380of 8909,35 to 39 yrs Male
18658,ABHISHEK KALE,03:04:12,00:08:44,9674of 10979,8031of 8909,40 to 44 yrs Male
18659,RUSHABH KAKKA,02:47:32,00:07:57,7788of 10979,6664of 8909,30 to 34 yrs Male
18660,RISHABH JAIN,02:27:27,00:07:00,4779of 10979,4249of 8909,55 to 59 yrs Male
18661,MANEESHA THAKUR,02:57:21,00:08:25,9027of 10979,1446of 2070,55 to 59 yrs Female
18662,KEYUR GANDHI,02:35:54,00:07:24,6095of 10979,5332of 8909,40 to 44 yrs Male
18663,YOGENDRA BALLAL,02:22:10,00:06:45,3985of 10979,3573of 8909,45 to 49 yrs Male
18665,CHANDRESH PANCHAL,02:29:20,00:07:05,5098of 10979,4522of 8909,35 to 39 yrs Male
18667,NIDHAAN YADAV,02:21:58,00:06:44,3956of 10979,3546of 8909,35 to 39 yrs Male
18668,VIJAY KATRE,03:13:35,00:09:11,10186of 10979,8391of 8909,40 to 44 yrs Male
18670,MANJUSHA NAIR,02:32:42,00:07:15,5652of 10979,677of 2070,35 to 39 yrs Female
18671,RAJESH JAIN,02:31:30,00:07:11,5439of 10979,4802of 8909,50 to 54 yrs Male
18672,BOSCO FURTADO,02:31:49,00:07:12,5494of 10979,4848of 8909,40 to 44 yrs Male
18673,NIRAJ BONDE,02:39:27,00:07:34,6603of 10979,5749of 8909,30 to 34 yrs Male
18674,SANDEEP KHATU,02:23:23,00:06:48,4146of 10979,3709of 8909,50 to 54 yrs Male
18675,ATMARAM SAWANT,01:52:04,00:05:19,639of 10979,597of 8909,45 to 49 yrs Male
18676,AJITKUMAR NAIR,03:08:42,00:08:57,9933of 10979,8214of 8909,35 to 39 yrs Male
18677,JAYACHANDRAN SIVARAMAN,02:59:04,00:08:30,9240of 10979,7734of 8909,65 to 69 yrs Male
18678,RINU JOHN THOMAS,01:57:32,00:05:35,1022of 10979,941of 8909,40 to 44 yrs Male
18679,BARKATALI PIRANI,02:49:59,00:08:04,8116of 10979,6904of 8909,60 to 64 yrs Male
18680,SMITA MORE,03:10:39,00:09:03,10046of 10979,1750of 2070,45 to 49 yrs Female
18684,RICHA AGRVAL,02:59:54,00:08:32,9336of 10979,1543of 2070,45 to 49 yrs Female
18685,SWATI DHAMALE,02:59:30,00:08:31,9294of 10979,1525of 2070,35 to 39 yrs Female
18686,MAULIK SHETH,02:40:39,00:07:37,6770of 10979,5874of 8909,40 to 44 yrs Male
18688,TARUN CHADHA,03:04:33,00:08:45,9699of 10979,8048of 8909,35 to 39 yrs Male
18689,SUDHAKAR THAKUR,03:17:49,00:09:23,10388of 10979,8535of 8909,55 to 59 yrs Male
18690,ANAND KANWAR,02:15:59,00:06:27,3095of 10979,2801of 8909,40 to 44 yrs Male
18691,SANDIP WAMAN,02:56:10,00:08:21,8905of 10979,7495of 8909,30 to 34 yrs Male
18694,LAXMIKANT SHUKLA,02:53:22,00:08:14,8549of 10979,7238of 8909,45 to 49 yrs Male
18696,SHANKARACHARYA LASKAR,01:39:19,00:04:43,199of 10979,184of 8909,45 to 49 yrs Male
18697,DIPTHI SHETTY,02:45:04,00:07:50,7438of 10979,1029of 2070,35 to 39 yrs Female
18698,SIDDHARTH SHEKHARAN,02:09:02,00:06:07,2188of 10979,2007of 8909,35 to 39 yrs Male
18699,SHEETAL SABNIS,03:05:47,00:08:49,9775of 10979,1674of 2070,40 to 44 yrs Female
18700,ANAND LIMAYE,03:05:03,00:08:47,9723of 10979,8062of 8909,45 to 49 yrs Male
18701,ANAND DWIVEDI,02:16:31,00:06:29,3162of 10979,2858of 8909,40 to 44 yrs Male
18702,RAMESH PORWAL,02:52:13,00:08:10,8402of 10979,7117of 8909,50 to 54 yrs Male
18704,TEJAS SABUNKAR,02:16:46,00:06:29,3198of 10979,2889of 8909,25 to 29 yrs Male
18705,PRANESH CHAVAN,02:09:32,00:06:09,2245of 10979,2056of 8909,50 to 54 yrs Male
18706,ADITI PAI,02:18:30,00:06:34,3455of 10979,340of 2070,18 to 24 yrs Female
18707,NAMIT TRIVEDI,03:14:38,00:09:14,10228of 10979,8424of 8909,45 to 49 yrs Male
18708,PRAMOD CHIRANIA,02:38:22,00:07:31,6438of 10979,5622of 8909,55 to 59 yrs Male
18709,PRAVEEN TIJARIA,02:17:58,00:06:33,3377of 10979,3043of 8909,50 to 54 yrs Male
18710,SANJEEV JADHAVAR,02:17:56,00:06:33,3372of 10979,3038of 8909,45 to 49 yrs Male
18711,MAHESH GAIKAR,02:20:03,00:06:39,3674of 10979,3305of 8909,35 to 39 yrs Male
18712,AMIT AGRAWAL,02:50:47,00:08:06,8226of 10979,6982of 8909,50 to 54 yrs Male
18713,TEJAS VEER,02:44:42,00:07:49,7383of 10979,6366of 8909,45 to 49 yrs Male
18714,SANDEEP KHOPKAR,03:10:56,00:09:04,10058of 10979,8305of 8909,50 to 54 yrs Male
18715,KIRTI MAROO,02:45:00,00:07:50,7427of 10979,1027of 2070,40 to 44 yrs Female
18717,ANURADHA SARAF,02:30:03,00:07:07,5216of 10979,598of 2070,40 to 44 yrs Female
18718,SANMIT MALLAPUR,02:09:42,00:06:09,2263of 10979,2072of 8909,25 to 29 yrs Male
18719,BEENA NAIR,02:59:41,00:08:32,9312of 10979,1532of 2070,50 to 54 yrs Female
18720,VINAY PATIL,02:20:45,00:06:41,3775of 10979,3392of 8909,35 to 39 yrs Male
18721,AVINASH DESHPANDE,02:48:31,00:08:00,7897of 10979,6746of 8909,50 to 54 yrs Male
18722,BHEESHAM CHOPRA,02:19:44,00:06:38,3626of 10979,3264of 8909,45 to 49 yrs Male
18723,VIJAYKUMAR PATIL,02:10:46,00:06:12,2400of 10979,2193of 8909,35 to 39 yrs Male
18724,NEERAJ SINGH,01:51:51,00:05:19,623of 10979,583of 8909,25 to 29 yrs Male
18725,MANISH DESAI,01:58:42,00:05:38,1123of 10979,1038of 8909,50 to 54 yrs Male
18726,SIDDHESH SAWANT,02:08:32,00:06:06,2128of 10979,1954of 8909,35 to 39 yrs Male
18728,VINAY KM,02:32:02,00:07:13,5538of 10979,4881of 8909,45 to 49 yrs Male
18729,HANUMANT NAKHATE,01:44:24,00:04:57,316of 10979,296of 8909,40 to 44 yrs Male
18730,ANKIT PANDEY,02:11:05,00:06:13,2430of 10979,2220of 8909,35 to 39 yrs Male
18732,SANDEEP KARIA,03:21:26,00:09:33,10524of 10979,8616of 8909,40 to 44 yrs Male
18733,MANISH ARIKKAT,02:17:58,00:06:33,3380of 10979,3046of 8909,50 to 54 yrs Male
18734,PRASHANT BHONSLE,01:55:20,00:05:28,856of 10979,788of 8909,50 to 54 yrs Male
18735,ANTHONY PETER,02:50:54,00:08:07,8242of 10979,6996of 8909,35 to 39 yrs Male
18737,SHRIKANT GADE,02:30:24,00:07:08,5266of 10979,4659of 8909,50 to 54 yrs Male
18739,PURUSHOTTAM INGALE,02:58:44,00:08:29,9198of 10979,7705of 8909,40 to 44 yrs Male
18740,SURAJ SHETTY,02:10:07,00:06:11,2316of 10979,2117of 8909,50 to 54 yrs Male
18741,JYOTSNA ANANTHA KRISHNA,03:15:34,00:09:17,10293of 10979,1824of 2070,65 to 69 yrs Female
18744,RAJAN DHAKAD,01:45:56,00:05:02,368of 10979,346of 8909,40 to 44 yrs Male
18746,MANORANJAN NAYAK,01:45:21,00:05:00,353of 10979,331of 8909,40 to 44 yrs Male
18747,AVINASH JAIN,02:25:52,00:06:55,4536of 10979,4049of 8909,50 to 54 yrs Male
18748,NISHIT SHAH,02:30:06,00:07:07,5222of 10979,4623of 8909,55 to 59 yrs Male
18749,NAVNIT JAIN,02:41:41,00:07:40,6911of 10979,5987of 8909,50 to 54 yrs Male
18750,MANDAR SHROTRI,02:11:29,00:06:14,2474of 10979,2258of 8909,50 to 54 yrs Male
18751,MADHANGI VAIDHYANATHAN,02:23:02,00:06:47,4100of 10979,430of 2070,45 to 49 yrs Female
18753,GAURAV DESHPANDE,02:59:06,00:08:30,9244of 10979,7737of 8909,35 to 39 yrs Male
18754,DNYANESH GORE,02:35:26,00:07:23,6036of 10979,5288of 8909,35 to 39 yrs Male
18755,MANDAR AHER,02:25:25,00:06:54,4455of 10979,3978of 8909,35 to 39 yrs Male
18756,DHANANJAY NIKAM,02:50:09,00:08:04,8142of 10979,6921of 8909,50 to 54 yrs Male
18757,PARUL NIRMAL,03:32:03,00:10:04,10786of 10979,1992of 2070,45 to 49 yrs Female
18759,PUNIT MENDON,03:00:28,00:08:34,9393of 10979,7833of 8909,35 to 39 yrs Male
18760,BHARAT PATEL,02:10:16,00:06:11,2341of 10979,2137of 8909,45 to 49 yrs Male
18761,VENKATRAMAN BALAKRISHNAN,02:52:40,00:08:12,8448of 10979,7153of 8909,50 to 54 yrs Male
18762,SAMIR SAMADDAR,02:46:34,00:07:54,7649of 10979,6555of 8909,65 to 69 yrs Male
18763,VIVEK JAIN,02:10:50,00:06:13,2409of 10979,2200of 8909,50 to 54 yrs Male
18766,SANJAY BHOR,02:25:03,00:06:53,4398of 10979,3927of 8909,40 to 44 yrs Male
18767,NAVEEN SHETTY,02:31:07,00:07:10,5383of 10979,4754of 8909,35 to 39 yrs Male
18768,PANKAJ WAGH,03:03:14,00:08:42,9613of 10979,7987of 8909,45 to 49 yrs Male
18769,NIMISH PAREKH,01:49:51,00:05:13,521of 10979,487of 8909,35 to 39 yrs Male
18770,SOUVIK GANGULY,02:01:57,00:05:47,1439of 10979,1323of 8909,45 to 49 yrs Male
18771,NISHCHAY G ALE,02:01:06,00:05:45,1354of 10979,1245of 8909,18 to 24 yrs Male
18772,JIGAR CHHEDA,02:59:19,00:08:30,9274of 10979,7756of 8909,45 to 49 yrs Male
18773,SIDDHESH VARHADI,02:16:10,00:06:28,3119of 10979,2822of 8909,30 to 34 yrs Male
18774,JAYAKAR SHETTY,01:49:48,00:05:13,518of 10979,484of 8909,60 to 64 yrs Male
18775,MADHUKAR BIDARAM KRISHNA RAO,01:34:10,00:04:28,128of 10979,118of 8909,45 to 49 yrs Male
18776,ANKIT KHANDELWAL,02:54:46,00:08:18,8736of 10979,7376of 8909,35 to 39 yrs Male
18778,BHASKAR TRIPATHI,02:06:52,00:06:01,1938of 10979,1785of 8909,45 to 49 yrs Male
18779,NUSRAT MUJAWAR,03:36:56,00:10:17,10845of 10979,2015of 2070,30 to 34 yrs Female
18780,NIMISH SHAH,02:24:57,00:06:53,4377of 10979,3908of 8909,50 to 54 yrs Male
18781,RAJENDRA GORULE,02:01:14,00:05:45,1366of 10979,1257of 8909,35 to 39 yrs Male
18783,SEEMA HARGUDE,02:02:05,00:05:48,1449of 10979,118of 2070,40 to 44 yrs Female
18784,BHAGYASHREE SAWANT,02:05:06,00:05:56,1767of 10979,143of 2070,30 to 34 yrs Female
18785,ANUBHA AGGARWAL,02:20:29,00:06:40,3732of 10979,372of 2070,35 to 39 yrs Female
18787,BIPIN CHAUHAN,03:14:40,00:09:14,10231of 10979,8427of 8909,55 to 59 yrs Male
18788,SWATI BAXI,02:45:21,00:07:51,7483of 10979,1042of 2070,40 to 44 yrs Female
18790,MITTAL GALA,02:17:26,00:06:31,3296of 10979,328of 2070,35 to 39 yrs Female
18791,RAMESHWAR AGRAWAL,02:42:50,00:07:44,7101of 10979,6145of 8909,50 to 54 yrs Male
18792,SACHIN KANASKAR,02:32:23,00:07:14,5598of 10979,4931of 8909,45 to 49 yrs Male
18793,ASHA AHUJA,02:21:57,00:06:44,3951of 10979,410of 2070,50 to 54 yrs Female
18795,SACHIN MORE,02:36:48,00:07:26,6233of 10979,5451of 8909,45 to 49 yrs Male
18796,DINRAJ SHETTY,02:16:02,00:06:27,3103of 10979,2808of 8909,50 to 54 yrs Male
18797,DARSHAN MANDHANA,02:52:20,00:08:11,8410of 10979,7122of 8909,35 to 39 yrs Male
18799,SUKHJEEVAN BHIMBER,02:16:57,00:06:30,3226of 10979,2908of 8909,45 to 49 yrs Male
18802,TARUN KUMAR,02:41:51,00:07:41,6932of 10979,6004of 8909,40 to 44 yrs Male
18803,RANJANA BHATTACHARYA,03:18:50,00:09:26,10430of 10979,1869of 2070,45 to 49 yrs Female
18804,ANINDA MUKHERJEE,01:54:50,00:05:27,822of 10979,760of 8909,55 to 59 yrs Male
18805,ANIL THAKUR,02:08:42,00:06:07,2147of 10979,1972of 8909,45 to 49 yrs Male
18806,RATANCHAND OSWAL,03:21:54,00:09:35,10536of 10979,8622of 8909,70 yrs & Above Male
18808,PRATIKSH JAIN,02:03:05,00:05:51,1559of 10979,1432of 8909,25 to 29 yrs Male
18809,RAJESH SRIVASTAV,02:31:34,00:07:12,5450of 10979,4813of 8909,50 to 54 yrs Male
18810,RITESH ATE,01:59:10,00:05:39,1155of 10979,1068of 8909,40 to 44 yrs Male
18811,MAHESH KENDURKAR,02:43:12,00:07:45,7161of 10979,6197of 8909,50 to 54 yrs Male
18812,LATIKA ROY,02:21:47,00:06:44,3926of 10979,404of 2070,50 to 54 yrs Female
18814,PRANAV SHASTRI,01:41:11,00:04:48,233of 10979,215of 8909,30 to 34 yrs Male
18816,ANAND VERGHESE,03:52:27,00:11:02,10929of 10979,8883of 8909,40 to 44 yrs Male
18818,JITESH MUNOT,02:38:43,00:07:32,6502of 10979,5675of 8909,45 to 49 yrs Male
18819,UMESH BIDYE,02:04:51,00:05:56,1743of 10979,1602of 8909,40 to 44 yrs Male
18820,ANIL KOTHURI,01:46:18,00:05:03,386of 10979,363of 8909,50 to 54 yrs Male
18821,SUHAS PAWAR,02:20:25,00:06:40,3727of 10979,3356of 8909,35 to 39 yrs Male
18822,ANSHUL SHAH,02:37:20,00:07:28,6296of 10979,5502of 8909,35 to 39 yrs Male
18824,NIKHIL KARANI,02:44:28,00:07:48,7353of 10979,6341of 8909,35 to 39 yrs Male
18825,TUSHAR KARANDE,03:25:53,00:09:46,10648of 10979,8702of 8909,35 to 39 yrs Male
18827,SHAILESH TRIPATHI,02:32:53,00:07:15,5679of 10979,4999of 8909,35 to 39 yrs Male
18828,DINESH MUNDADA,02:43:49,00:07:46,7261of 10979,6273of 8909,45 to 49 yrs Male
18829,SUBHASH YADAV,01:44:55,00:04:59,337of 10979,315of 8909,60 to 64 yrs Male
18830,ALOK MUNDRA,02:41:58,00:07:41,6952of 10979,6021of 8909,40 to 44 yrs Male
18831,RAUL PINTO,02:09:56,00:06:10,2296of 10979,2099of 8909,30 to 34 yrs Male
18832,RAJESH BC,02:44:00,00:07:47,7283of 10979,6290of 8909,50 to 54 yrs Male
18833,BALWANT SINGH,02:16:04,00:06:27,3108of 10979,2812of 8909,40 to 44 yrs Male
18834,SIDDHARTH SINGH,02:17:05,00:06:30,3246of 10979,2923of 8909,45 to 49 yrs Male
18835,DEEPESH PUNMIYA,02:24:10,00:06:50,4275of 10979,3822of 8909,35 to 39 yrs Male
18836,KAPIL NARNAWARE,01:57:07,00:05:34,1000of 10979,920of 8909,40 to 44 yrs Male
18837,NIKHIL BAGARIA,02:37:33,00:07:29,6326of 10979,5528of 8909,45 to 49 yrs Male
18838,SHAILESH JAIN,02:32:01,00:07:13,5535of 10979,4879of 8909,50 to 54 yrs Male
18841,MANDAR JOSHI,02:02:08,00:05:48,1456of 10979,1338of 8909,40 to 44 yrs Male
18842,KIRAN RAMKRISHNAN,02:08:01,00:06:05,2059of 10979,1896of 8909,25 to 29 yrs Male
18843,ROHIT THORAT,02:31:46,00:07:12,5484of 10979,4840of 8909,40 to 44 yrs Male
18844,RAMESH KHADASE,02:20:48,00:06:41,3782of 10979,3398of 8909,40 to 44 yrs Male
18845,AKSHAY DESHMUKH,02:58:51,00:08:29,9215of 10979,7717of 8909,45 to 49 yrs Male
18846,GILROY CORREIA,02:29:47,00:07:06,5174of 10979,4582of 8909,40 to 44 yrs Male
18847,SANYA BUDHIRAJA,02:26:22,00:06:57,4606of 10979,498of 2070,25 to 29 yrs Female
18848,NARESH PEDNEKAR,03:04:24,00:08:45,9691of 10979,8043of 8909,50 to 54 yrs Male
18849,SWAPNIL PARAB,02:13:43,00:06:21,2746of 10979,2494of 8909,45 to 49 yrs Male
18852,SAJID HUSSAIN ANSARI,02:45:40,00:07:52,7532of 10979,6476of 8909,45 to 49 yrs Male
18853,SUNIL KHEMKA,02:32:54,00:07:15,5683of 10979,5003of 8909,65 to 69 yrs Male
18854,NITIN PARMAR,02:01:10,00:05:45,1360of 10979,1251of 8909,40 to 44 yrs Male
18855,VIKAS JAKHOTIA,02:08:17,00:06:05,2094of 10979,1924of 8909,40 to 44 yrs Male
18857,HAREESH ELAYATH,01:57:52,00:05:36,1051of 10979,968of 8909,40 to 44 yrs Male
18858,PRAVIN JORI,02:56:10,00:08:21,8906of 10979,7496of 8909,40 to 44 yrs Male
18860,AMIT MAINDE,02:30:31,00:07:09,5276of 10979,4667of 8909,40 to 44 yrs Male
18861,SHASHIN NAGARCENKAR,02:13:59,00:06:22,2785of 10979,2532of 8909,50 to 54 yrs Male
18863,AJAY GHOSE,02:47:16,00:07:56,7741of 10979,6631of 8909,50 to 54 yrs Male
18864,KAUSHIK RAMESH,01:59:34,00:05:41,1199of 10979,1110of 8909,25 to 29 yrs Male
18865,SCHEREZADE VIRANI,03:01:46,00:08:37,9508of 10979,1592of 2070,55 to 59 yrs Female
18866,VALLABH KULKARNI,02:51:12,00:08:07,8273of 10979,7020of 8909,35 to 39 yrs Male
18868,RAJSHEKHAR INGLAY,02:57:22,00:08:25,9030of 10979,7582of 8909,50 to 54 yrs Male
18869,MARSHA ALVES,02:18:49,00:06:35,3499of 10979,347of 2070,30 to 34 yrs Female
18870,MANPREET KAUR,02:44:53,00:07:49,7415of 10979,1024of 2070,35 to 39 yrs Female
18871,ARINDAM BANERJEE,02:10:43,00:06:12,2396of 10979,2189of 8909,50 to 54 yrs Male
18872,MANJUSHA INGLAY,02:40:29,00:07:37,6740of 10979,885of 2070,50 to 54 yrs Female
18873,PRANJIVAN JOSHI,03:38:34,00:10:22,10861of 10979,8841of 8909,70 yrs & Above Male
18874,SAURABH URKUDKAR,02:18:34,00:06:35,3463of 10979,3122of 8909,30 to 34 yrs Male
18875,SHYAM WADHWANI,03:41:42,00:10:31,10876of 10979,8853of 8909,70 yrs & Above Male
18876,SHAKUNTALA WAGH,02:47:43,00:07:57,7809of 10979,1130of 2070,50 to 54 yrs Female
18877,KETAN SAHASRABUDHE,02:36:42,00:07:26,6218of 10979,5438of 8909,45 to 49 yrs Male
18878,SMITA KHANDELWAL,02:51:51,00:08:09,8365of 10979,1277of 2070,45 to 49 yrs Female
18880,RAMESH SUBRAMANIAM,02:23:42,00:06:49,4194of 10979,3751of 8909,50 to 54 yrs Male
18882,ANUBHAV CHATURVEDI,02:49:12,00:08:02,7998of 10979,6821of 8909,30 to 34 yrs Male
18883,GURJOT SINGH,01:34:08,00:04:28,127of 10979,117of 8909,35 to 39 yrs Male
18884,XAVIER LOBO,02:27:33,00:07:00,4797of 10979,4265of 8909,45 to 49 yrs Male
18885,NILESH BHANDARKAR,02:08:53,00:06:07,2165of 10979,1989of 8909,45 to 49 yrs Male
18886,YASH GADA,02:03:40,00:05:52,1610of 10979,1479of 8909,18 to 24 yrs Male
18887,KESHARSINGH MAHER,02:59:54,00:08:32,9334of 10979,7792of 8909,60 to 64 yrs Male
18889,SINDHU UMESH,01:56:22,00:05:31,930of 10979,76of 2070,30 to 34 yrs Female
18891,NIKESH MADHANI,02:32:25,00:07:14,5606of 10979,4939of 8909,35 to 39 yrs Male
18892,SHILPA JADHAV,03:36:31,00:10:16,10840of 10979,2013of 2070,45 to 49 yrs Female
18893,SUJITKUMAR UGALE,02:32:20,00:07:14,5585of 10979,4920of 8909,40 to 44 yrs Male
18894,BAPUSAHEB GADE,02:33:35,00:07:17,5771of 10979,5078of 8909,40 to 44 yrs Male
18895,RANJOY DATTA,02:34:12,00:07:19,5868of 10979,5155of 8909,35 to 39 yrs Male
18896,SUMEDH BORKAR,02:23:20,00:06:48,4139of 10979,3703of 8909,25 to 29 yrs Male
18897,ASHA AGARWAL,02:38:32,00:07:31,6469of 10979,821of 2070,55 to 59 yrs Female
18902,NIKHIL RAJWADKAR,02:37:33,00:07:29,6328of 10979,5530of 8909,30 to 34 yrs Male
18903,VITTHAL JADHAV,02:14:47,00:06:24,2907of 10979,2639of 8909,55 to 59 yrs Male
18904,DATTA BAGADE,02:18:33,00:06:34,3459of 10979,3119of 8909,55 to 59 yrs Male
18905,NARAYANASWAMY MUDALIAR,02:59:36,00:08:31,9304of 10979,7775of 8909,60 to 64 yrs Male
18907,PRAKASH BANGERA,02:09:15,00:06:08,2217of 10979,2033of 8909,45 to 49 yrs Male
18908,KEERTHI KAMATH,02:39:37,00:07:34,6623of 10979,860of 2070,18 to 24 yrs Female
18909,AMESH KOLI,02:08:31,00:06:06,2126of 10979,1952of 8909,25 to 29 yrs Male
18910,MOHAMMED ZAKIR SHAIKH,02:32:37,00:07:14,5639of 10979,4967of 8909,45 to 49 yrs Male
18911,SAMEER MOHITE,02:25:30,00:06:54,4467of 10979,3988of 8909,35 to 39 yrs Male
18912,MAHENDRA CHOUHAN,02:33:07,00:07:16,5712of 10979,5024of 8909,40 to 44 yrs Male
18913,ASHWIN KAKKAR,02:57:56,00:08:27,9092of 10979,7632of 8909,45 to 49 yrs Male
18914,MILIND NAZIRKAR,02:13:42,00:06:21,2745of 10979,2493of 8909,55 to 59 yrs Male
18916,JAYESH PATEL,02:15:00,00:06:24,2939of 10979,2669of 8909,50 to 54 yrs Male
18917,CHANDRASEKHAR SUNDARAM,02:02:07,00:05:48,1454of 10979,1336of 8909,50 to 54 yrs Male
18918,MADHUR DIXIT,01:45:04,00:04:59,345of 10979,323of 8909,35 to 39 yrs Male
18920,PRAVEEN TIWARI,02:03:07,00:05:51,1560of 10979,1433of 8909,35 to 39 yrs Male
18921,RIYAJ NADAF,02:10:05,00:06:10,2313of 10979,2114of 8909,35 to 39 yrs Male
18922,SANJOG MHATRE,02:32:02,00:07:13,5540of 10979,4883of 8909,50 to 54 yrs Male
18923,MEENA KANWAR,02:25:02,00:06:53,4395of 10979,471of 2070,35 to 39 yrs Female
18924,NIKHIL PARMAR,02:49:49,00:08:03,8093of 10979,6887of 8909,35 to 39 yrs Male
18925,PANNA LAL MAROO,02:44:18,00:07:48,7330of 10979,6325of 8909,65 to 69 yrs Male
18926,HARISH JOSHI,02:16:05,00:06:28,3110of 10979,2814of 8909,50 to 54 yrs Male
18928,CHINMAY SUDAME,02:35:32,00:07:23,6048of 10979,5297of 8909,35 to 39 yrs Male
18929,DR JUGAL CHIRANIA,02:28:49,00:07:04,5010of 10979,4446of 8909,55 to 59 yrs Male
18930,SACHIN KEYYOOR,01:54:34,00:05:26,800of 10979,740of 8909,40 to 44 yrs Male
18932,SHAILESH WAGH,01:56:46,00:05:33,958of 10979,880of 8909,45 to 49 yrs Male
18933,RAKESH ARYA,02:21:09,00:06:42,3831of 10979,3443of 8909,45 to 49 yrs Male
18934,ANEETA BAJAJ,02:00:38,00:05:44,1314of 10979,103of 2070,45 to 49 yrs Female
18935,RADHIKA WAGH,02:10:09,00:06:11,2323of 10979,200of 2070,35 to 39 yrs Female
18936,VISHNU PATEKAR,02:43:20,00:07:45,7182of 10979,6215of 8909,45 to 49 yrs Male
18937,SUNAYAN SANATANI,03:01:33,00:08:37,9492of 10979,7906of 8909,55 to 59 yrs Male
18938,VIJAY K,02:19:31,00:06:37,3592of 10979,3233of 8909,40 to 44 yrs Male
18939,SHWETA BHAKRE,03:27:55,00:09:52,10705of 10979,1965of 2070,40 to 44 yrs Female
18940,VIJAY SHRIVASTAVA,02:24:38,00:06:52,4342of 10979,3878of 8909,50 to 54 yrs Male
18941,DR RAVIRAJ KHAIRNAR,02:25:58,00:06:56,4552of 10979,4062of 8909,50 to 54 yrs Male
18942,DIGVIJAY MOHITE,02:35:08,00:07:22,5986of 10979,5251of 8909,35 to 39 yrs Male
18943,PRADIP SHAH,02:38:01,00:07:30,6400of 10979,5588of 8909,60 to 64 yrs Male
18944,SARWAR ZARIWALA,02:18:38,00:06:35,3476of 10979,3134of 8909,40 to 44 yrs Male
18945,SAUGATA BASURAY,02:14:58,00:06:24,2932of 10979,2662of 8909,45 to 49 yrs Male
18947,ADITYA PALANDE,01:55:08,00:05:28,840of 10979,773of 8909,30 to 34 yrs Male
18948,KANHAIYA CHOUDHARY,02:15:39,00:06:26,3039of 10979,2755of 8909,45 to 49 yrs Male
18949,SAPNA GALA,02:31:58,00:07:13,5528of 10979,655of 2070,35 to 39 yrs Female
18951,DR ARCHANA KHAIRNAR,02:39:59,00:07:35,6681of 10979,869of 2070,50 to 54 yrs Female
18952,ROHAN KABADE,02:52:13,00:08:10,8401of 10979,7116of 8909,40 to 44 yrs Male
18953,BLANNY PINTO,02:10:01,00:06:10,2303of 10979,2106of 8909,50 to 54 yrs Male
18954,SUHAS JOSHI,02:23:06,00:06:47,4116of 10979,3685of 8909,50 to 54 yrs Male
18955,JAGANNATHA KUMAR,02:18:32,00:06:34,3457of 10979,3117of 8909,60 to 64 yrs Male
18956,NIKHIL KARYEKAR,02:01:53,00:05:47,1435of 10979,1320of 8909,35 to 39 yrs Male
18957,RAJENDRA AUTI,02:32:20,00:07:14,5584of 10979,4919of 8909,45 to 49 yrs Male
18958,PRATIBHA TOAL,03:26:25,00:09:48,10666of 10979,1954of 2070,55 to 59 yrs Female
18960,NALIN MONIZ,02:47:24,00:07:57,7769of 10979,6649of 8909,35 to 39 yrs Male
18961,YASH MUCHANDI,01:50:30,00:05:15,546of 10979,510of 8909,18 to 24 yrs Male
18962,PREETI BHANDARI,03:01:08,00:08:36,9454of 10979,1573of 2070,55 to 59 yrs Female
18963,MADHAV WARE,02:22:43,00:06:46,4057of 10979,3634of 8909,45 to 49 yrs Male
18964,SUKLA ROY,03:16:19,00:09:19,10331of 10979,1833of 2070,60 to 64 yrs Female
18965,SUNIL POONIA,03:03:47,00:08:43,9640of 10979,8005of 8909,30 to 34 yrs Male
18966,PARAS JATANIA,03:01:53,00:08:38,9522of 10979,1597of 2070,60 to 64 yrs Female
